,foreign_gross,production_budget,net_profit,movie_title,domestic_gross,world_wide_gross_Profit,ROI,genre_ids,id,popularity,release_date,vote_average,vote_count,genres_labels
390,231400000.0,79000000.0,239146162.0,Journey 2: The Mysterious Island,103860290.0,318146162.0,302.71666075949366,"[12, 28, 878]",72545.0,14.454,2012-02-10,5.9,2152.0,"Adventure, Action, Science Fiction"
391,229900000.0,100000000.0,211979256.0,The Expendables 2,85028192.0,311979256.0,211.979256,"[28, 12, 53]",76163.0,17.216,2012-08-17,6.2,4219.0,"Action, Adventure, Thriller"
392,203500000.0,145000000.0,161900902.0,Rise of the Guardians,103412758.0,306900902.0,111.65579448275862,"[16, 10751, 14]",81188.0,14.934,2012-11-21,7.3,3697.0,"Animation, Family, Fantasy"
393,221600000.0,150000000.0,155270083.0,Wrath of the Titans,83670083.0,305270083.0,103.51338866666666,"[14, 12, 28]",57165.0,14.991,2012-03-29,5.6,2442.0,"Fantasy, Adventure, Action"
394,237600000.0,220000000.0,93477717.0,Battleship,65233400.0,313477717.0,42.48987136363636,"[53, 28, 12, 878]",44833.0,21.742,2012-05-18,5.6,3240.0,"Thriller, Action, Adventure, Science Fiction"
395,211100000.0,275000000.0,7778100.0,John Carter,73058679.0,282778100.0,2.8284,"[28, 12, 878]",49529.0,18.549,2012-03-09,6.1,3338.0,"Action, Adventure, Science Fiction"
396,162900000.0,125000000.0,155355920.0,The Bourne Legacy,113203870.0,280355920.0,124.28473600000001,"[28, 53]",49040.0,18.05,2012-08-10,6.1,3630.0,"Action, Thriller"
397,93100000.0,65000000.0,208346281.0,Lincoln,182207973.0,273346281.0,320.53274,"[36, 18]",72976.0,12.693,2012-11-16,6.8,2261.0,"History, Drama"
398,165800000.0,150000000.0,88202668.0,Dark Shadows,79727149.0,238202668.0,58.80177866666667,"[35, 14]",62213.0,15.75,2012-05-11,5.9,4197.0,"Comedy, Fantasy"
399,197700000.0,65000000.0,175647629.0,Resident Evil: Retribution,42345531.0,240647629.0,270.2271215384616,"[28, 27, 878]",71679.0,1.325,2012-09-14,5.7,2321.0,"Action, Horror, Science Fiction"
400,104300000.0,21000000.0,215412453.0,Silver Linings Playbook,132092958.0,236412453.0,1025.7735857142857,"[18, 35, 10749]",82693.0,15.351,2012-12-25,7.1,7636.0,"Drama, Comedy, Romance"
401,178000000.0,50000000.0,186799211.0,American Reunion,56758835.0,236799211.0,373.598422,[35],71552.0,17.199,2012-04-06,6.2,2679.0,Comedy
402,96300000.0,44500000.0,182640757.0,Argo,136025503.0,227140757.0,410.42866741573033,"[18, 53]",68734.0,15.793,2012-10-12,7.2,5127.0,"Drama, Thriller"
403,138300000.0,60000000.0,157370736.0,Jack Reacher,80070736.0,217370736.0,262.28456,"[80, 18, 53, 28]",75780.0,18.312,2012-12-21,6.4,4155.0,"Crime, Drama, Thriller, Action"
404,81700000.0,85000000.0,123542162.0,Safe House,126181630.0,208542162.0,145.34372,"[28, 53]",59961.0,13.116,2012-02-10,6.4,1997.0,"Action, Thriller"
405,63100000.0,42000000.0,160812429.0,21 Jump Street,138447667.0,202812429.0,382.88673571428575,"[28, 35, 80]",64688.0,14.836,2012-03-12,6.8,6527.0,"Action, Comedy, Crime"
406,71100000.0,30000000.0,167618160.0,The Vow,125014030.0,197618160.0,558.7271999999999,"[18, 10749]",72570.0,13.046,2012-02-10,7.1,2409.0,"Drama, Romance"
407,118100000.0,85000000.0,88613482.0,Mirror Mirror,64935167.0,173613482.0,104.25115529411764,"[12, 35, 18, 10751, 14]",62764.0,13.221,2012-03-30,5.8,2099.0,"Adventure, Comedy, Drama, Family, Fantasy"
408,161300000.0,40000000.0,129590606.0,The Impossible,19019882.0,169590606.0,323.976515,"[53, 18]",80278.0,14.66,2012-12-04,7.2,3614.0,"Thriller, Drama"
409,119700000.0,65000000.0,115148897.0,The Dictator,59650222.0,180148897.0,177.15214923076923,[35],76493.0,12.592,2012-05-16,6.0,3042.0,Comedy
410,110000000.0,30000000.0,140466405.0,Looper,66486205.0,170466405.0,468.22135,"[28, 53, 878]",59967.0,16.779,2012-09-28,6.8,6723.0,"Action, Thriller, Science Fiction"
411,53500000.0,7000000.0,163549753.0,Magic Mike,113721571.0,170549753.0,2336.4250428571427,"[18, 35]",77930.0,13.7,2012-06-29,6.1,1850.0,"Drama, Comedy"
412,68000000.0,31000000.0,129558438.0,Flight,93772375.0,160558438.0,417.9304451612904,[18],87502.0,11.692,2012-11-02,6.7,3582.0,Drama
413,101700000.0,65000000.0,91974557.0,This Means War,54760791.0,156974557.0,141.49931846153848,"[28, 35, 10749]",59962.0,12.017,2012-02-17,6.0,2096.0,"Action, Comedy, Romance"
414,88900000.0,5000000.0,137817992.0,Paranormal Activity 4,53900335.0,142817992.0,2756.35984,[27],82990.0,8.965,2012-10-19,5.4,1026.0,Horror
415,105400000.0,33000000.0,132552290.0,Step Up Revolution,35074677.0,165552290.0,401.67360606060606,"[10402, 18, 10749]",85446.0,10.925,2012-07-27,6.8,1252.0,"Music, Drama, Romance"
416,90400000.0,10000000.0,124639780.0,The Best Exotic Marigold Hotel,46383639.0,134639780.0,1246.3978,"[18, 35]",74534.0,8.665,2012-05-25,6.9,756.0,"Drama, Comedy"
417,37100000.0,52500000.0,82112435.0,Zero Dark Thirty,95720716.0,134612435.0,156.4046380952381,"[53, 18, 36]",97630.0,14.239,2012-12-19,6.9,2553.0,"Thriller, Drama, History"
418,80800000.0,57000000.0,92217355.0,Ghost Rider: Spirit of Vengeance,51774002.0,149217355.0,161.78483333333332,"[28, 14, 53]",71676.0,18.678,2011-12-10,4.8,2039.0,"Action, Fantasy, Thriller"
419,103400000.0,102000000.0,28673154.0,Cloud Atlas,27108272.0,130673154.0,28.110935294117645,"[18, 878]",83542.0,14.681,2012-10-26,6.8,4505.0,"Drama, Science Fiction"
420,73400000.0,15000000.0,113955898.0,The Woman in Black,54333290.0,128955898.0,759.7059866666667,"[18, 27, 53]",65086.0,12.781,2012-02-03,6.1,2122.0,"Drama, Horror, Thriller"
422,42500000.0,25000000.0,95832383.0,Parental Guidance,77267296.0,120832383.0,383.329532,[35],88042.0,10.124,2012-12-25,5.8,276.0,Comedy
423,79000000.0,67500000.0,69989730.0,Abraham Lincoln: Vampire Hunter,37519139.0,137489730.0,103.68848888888888,"[28, 14, 27]",72331.0,12.498,2012-06-22,5.6,2009.0,"Action, Fantasy, Horror"
424,50300000.0,17000000.0,99044347.0,Pitch Perfect,65001093.0,116044347.0,582.613805882353,"[35, 10402, 10749]",114150.0,13.886,2012-09-28,7.3,4233.0,"Comedy, Music, Romance"
425,50700000.0,30000000.0,103085295.0,Hope Springs,63536011.0,133085295.0,343.61765,"[18, 35, 10749]",82696.0,8.313,2012-08-07,6.1,429.0,"Drama, Comedy, Romance"
426,51100000.0,60000000.0,48119662.0,ParaNorman,56003051.0,108119662.0,80.19943666666667,"[10751, 16, 12, 35]",77174.0,13.32,2012-08-17,6.8,1358.0,"Family, Animation, Adventure, Comedy"
427,18000000.0,95000000.0,9907746.0,The Campaign,86907746.0,104907746.0,10.429206315789475,[35],77953.0,10.266,2012-08-10,5.7,982.0,Comedy
428,48000000.0,12000000.0,91028188.0,Project X,54731865.0,103028188.0,758.5682333333334,"[35, 80]",57214.0,9.715,2012-03-02,6.4,2968.0,"Comedy, Crime"
429,48000000.0,12000000.0,91028188.0,Project X,54731865.0,103028188.0,758.5682333333334,[99],427602.0,1.39,2016-11-18,5.6,7.0,Documentary
430,48500000.0,1000000.0,100759490.0,The Devil Inside,53262945.0,101759490.0,10075.949,"[53, 27]",76487.0,7.403,2012-01-06,4.7,441.0,"Thriller, Horror"
431,38900000.0,25000000.0,71633833.0,The Lucky One,60457138.0,96633833.0,286.535332,"[18, 10749]",77877.0,13.14,2012-04-20,6.9,2012.0,"Drama, Romance"
432,29700000.0,25000000.0,73406855.0,Contraband,66528000.0,98406855.0,293.62742000000003,"[53, 28, 18, 80]",77866.0,12.357,2012-01-13,6.2,1114.0,"Thriller, Action, Drama, Crime"
433,4500000.0,12000000.0,101373764.0,Think Like a Man,91547205.0,113373764.0,844.7813666666667,"[35, 10749]",67660.0,5.905,2012-04-20,6.9,438.0,"Comedy, Romance"
434,36300000.0,14000000.0,68925064.0,The Possession,49130588.0,82925064.0,492.32188571428577,"[27, 53]",77883.0,8.978,2012-08-31,5.9,918.0,"Horror, Thriller"
435,43200000.0,37500000.0,50973016.0,What to Expect When You're Expecting,41152203.0,88473016.0,135.92804266666667,"[10749, 35, 18]",76494.0,12.27,2012-05-18,5.9,1130.0,"Romance, Comedy, Drama"
436,46200000.0,39000000.0,42150788.0,Frankenweenie,35287788.0,81150788.0,108.07894358974359,"[16, 35, 10751]",62214.0,14.627,2012-10-05,6.8,1685.0,"Animation, Comedy, Family"
437,11300000.0,12000000.0,70497035.0,Act of Valor,70012847.0,82497035.0,587.4752916666667,"[28, 53, 10752]",75674.0,12.197,2012-02-24,6.3,583.0,"Action, Thriller, War"
438,29600000.0,3000000.0,84727807.0,Sinister,48086903.0,87727807.0,2824.2602333333334,"[9648, 27]",288250.0,0.6,2011-05-03,3.8,8.0,"Mystery, Horror"
439,29600000.0,3000000.0,84727807.0,Sinister,48086903.0,87727807.0,2824.2602333333334,"[27, 53, 9648]",82507.0,13.117,2012-10-12,6.8,2935.0,"Horror, Thriller, Mystery"
440,25700000.0,25000000.0,56249176.0,The Grey,51580136.0,81249176.0,224.996704,"[18, 53, 28, 12]",75174.0,12.942,2012-01-27,6.5,2280.0,"Drama, Thriller, Action, Adventure"
441,28100000.0,22000000.0,55229695.0,Diary of a Wimpy Kid: Dog Days,49008662.0,77229695.0,251.0440681818182,"[35, 10751]",82650.0,11.36,2012-08-03,6.2,440.0,"Comedy, Family"
442,56600000.0,21500000.0,52826015.0,To Rome with Love,16684352.0,74326015.0,245.70239534883723,"[10749, 35, 18]",81836.0,9.563,2012-06-22,5.7,1097.0,"Romance, Comedy, Drama"
443,27800000.0,42000000.0,31239258.0,Here Comes the Boom,45290318.0,73239258.0,74.37918571428571,"[28, 35]",87826.0,10.265,2012-10-12,6.0,812.0,"Action, Comedy"
444,56100000.0,49000000.0,22004627.0,Anna Karenina,12816367.0,71004627.0,44.90740204081632,"[18, 10749]",96724.0,9.987,2012-11-16,6.7,1265.0,"Drama, Romance"
445,32900000.0,55000000.0,12130045.0,The Watch,34353000.0,67130045.0,22.054627272727274,"[28, 35, 878]",80035.0,10.228,2012-07-27,5.4,1356.0,"Action, Comedy, Science Fiction"
446,22800000.0,16000000.0,52848446.0,Moonrise Kingdom,45512466.0,68848446.0,330.3027875,"[35, 18, 10749]",83666.0,14.086,2012-05-25,7.7,3023.0,"Comedy, Drama, Romance"
448,24400000.0,30000000.0,40689968.0,The Cabin in the Woods,42073277.0,70689968.0,135.63322666666667,"[27, 35, 53]",22970.0,15.336,2012-04-12,6.5,4185.0,"Horror, Comedy, Thriller"
449,20900000.0,70000000.0,-8968068.0,Rock of Ages,38518613.0,61031932.0,-12.811525714285715,"[35, 18, 10402, 10749]",80585.0,11.369,2012-06-15,6.1,686.0,"Comedy, Drama, Music, Romance"
450,20800000.0,57500000.0,585235.0,That's My Boy,36931089.0,58085235.0,1.0178,[35],87428.0,12.817,2012-06-15,5.5,831.0,Comedy
451,4200000.0,40000000.0,15249159.0,The Odd Life of Timothy Green,51853450.0,55249159.0,38.1228975,"[14, 18, 35, 10751]",71864.0,9.216,2012-08-15,6.7,605.0,"Fantasy, Drama, Comedy, Family"
452,10500000.0,30000000.0,24052249.0,The Three Stooges,44338224.0,54052249.0,80.17416333333334,[35],76489.0,9.358,2012-04-13,5.1,215.0,Comedy
453,25100000.0,30000000.0,31623819.0,The Five-Year Engagement,28700285.0,61623819.0,105.41273,"[10749, 35]",72207.0,10.729,2012-04-27,5.8,742.0,"Romance, Comedy"
454,16300000.0,26000000.0,28393687.0,Lawless,37397291.0,54393687.0,109.20648846153847,"[80, 18]",82633.0,12.147,2012-08-29,7.0,1660.0,"Crime, Drama"
455,34800000.0,20000000.0,35975672.0,Silent Hill: Revelation 3D,17530219.0,55975672.0,179.87836,"[53, 27, 9648]",61012.0,13.681,2012-10-26,5.2,786.0,"Thriller, Horror, Mystery"
456,489000.0,58000000.0,-7634502.0,Red Tails,49876377.0,50365498.0,-13.16293448275862,"[18, 28, 12, 36, 10752]",72431.0,10.247,2012-01-11,6.0,256.0,"Drama, Action, Adventure, History, War"
457,13200000.0,60000000.0,-12181087.0,Trouble with the Curve,35763137.0,47818913.0,-20.301811666666666,"[18, 10749]",87825.0,8.548,2012-09-21,6.7,613.0,"Drama, Romance"
458,7100000.0,15000000.0,42586606.0,End of Watch,41003371.0,57586606.0,283.91070666666667,"[80, 18, 53]",77016.0,13.152,2012-09-21,7.3,1770.0,"Crime, Drama, Thriller"
459,27600000.0,42000000.0,7621440.0,Man on a Ledge,18620000.0,49621440.0,18.146285714285714,"[28, 53, 80]",49527.0,11.263,2012-01-27,6.3,1460.0,"Action, Thriller, Crime"
460,4700000.0,40000000.0,1294674.0,The Guilt Trip,37134215.0,41294674.0,3.2366850000000005,[35],82687.0,8.939,2012-12-19,5.4,403.0,Comedy
461,22900000.0,15000000.0,24238443.0,Killing Them Softly,14945541.0,39238443.0,161.58962,"[80, 53]",64689.0,11.298,2012-11-30,6.0,1105.0,"Crime, Thriller"
462,19000000.0,1000000.0,41411721.0,Chernobyl Diaries,18119640.0,42411721.0,4141.1721,"[27, 53]",93856.0,14.658,2012-05-25,5.0,842.0,"Horror, Thriller"
463,22200000.0,45000000.0,-3532394.0,Dredd,13414714.0,41467606.0,-7.849764444444444,"[28, 878]",49049.0,13.223,2012-09-21,6.7,2788.0,"Action, Science Fiction"
465,27600000.0,12000000.0,23830713.0,Arbitrage,7919574.0,35830713.0,198.58927500000001,"[18, 53]",60599.0,12.14,2012-09-14,6.2,459.0,"Drama, Thriller"
466,8700000.0,35000000.0,426759.0,Alex Cross,25888412.0,35426759.0,1.2193114285714286,"[28, 53, 80, 9648]",94348.0,9.962,2012-10-18,5.1,424.0,"Action, Thriller, Crime, Mystery"
467,15600000.0,13000000.0,20069303.0,The Perks of Being a Wallflower,17742948.0,33069303.0,154.37925384615386,[18],84892.0,15.148,2012-09-21,7.8,5938.0,Drama
468,14400000.0,23000000.0,13374700.0,Haywire,18942396.0,36374700.0,58.15086956521739,"[28, 53, 9648]",70435.0,10.015,2011-11-06,5.6,747.0,"Action, Thriller, Mystery"
469,7400000.0,12000000.0,20700439.0,Katy Perry: Part of Me,25326071.0,32700439.0,172.50365833333333,"[99, 10402]",101267.0,7.139,2012-07-05,6.8,147.0,"Documentary, Music"
470,17900000.0,20000000.0,13943049.0,Lockout,14326865.0,33943049.0,69.71524500000001,"[28, 53, 878]",81796.0,11.273,2012-04-13,5.9,1004.0,"Action, Thriller, Science Fiction"
471,226000.0,27500000.0,3657914.0,Joyful Noise,30932113.0,31157914.0,13.301505454545454,"[35, 10402]",63574.0,6.787,2012-01-13,6.4,70.0,"Comedy, Music"
472,10800000.0,35000000.0,-3606799.0,Premium Rush,20275446.0,31393201.0,-10.30514,"[80, 28, 53]",49526.0,12.484,2012-08-24,6.2,1244.0,"Crime, Action, Thriller"
473,13600000.0,26000000.0,4601801.0,The Raven,16008272.0,30601801.0,17.699234615384615,"[27, 28, 53, 878]",45168.0,0.6,2010-04-20,5.9,5.0,"Horror, Action, Thriller, Science Fiction"
474,13600000.0,26000000.0,4601801.0,The Raven,16008272.0,30601801.0,17.699234615384615,"[80, 53, 9648]",70436.0,8.635,2012-04-27,6.3,681.0,"Crime, Thriller, Mystery"
475,11900000.0,37500000.0,13147416.0,The Master,16247159.0,50647416.0,35.059776,[18],68722.0,12.829,2012-09-14,7.1,1323.0,Drama
476,11900000.0,37500000.0,13147416.0,The Master,16247159.0,50647416.0,35.059776,"[36, 28]",361501.0,0.6,2015-02-24,4.0,1.0,"History, Action"
477,4600000.0,40000000.0,-14731320.0,Big Miracle,20157300.0,25268680.0,-36.828300000000006,"[12, 18, 10749]",78698.0,6.76,2012-02-03,6.6,250.0,"Adventure, Drama, Romance"
478,3600000.0,40000000.0,-19209514.0,A Thousand Words,18450127.0,20790486.0,-48.023785000000004,"[18, 35]",72358.0,8.017,2012-03-08,6.1,685.0,"Drama, Comedy"
479,4200000.0,32500000.0,-8340066.0,Wanderlust,17288155.0,24159934.0,-25.66174153846154,"[35, 10749]",50647.0,9.896,2012-02-24,5.4,693.0,"Comedy, Romance"
480,8300000.0,1800000.0,21465132.0,Beasts of the Southern Wild,12795746.0,23265132.0,1192.5073333333335,"[18, 14, 12]",84175.0,7.53,2012-06-29,6.9,605.0,"Drama, Fantasy, Adventure"
481,20200000.0,8900000.0,13844132.0,Polisse,176988.0,22744132.0,155.55204494382022,[18],71157.0,7.682,2011-11-11,7.8,670.0,Drama
482,13100000.0,9700000.0,27087044.0,Amour,6738954.0,36787044.0,279.24787628865977,"[18, 10749]",86837.0,10.705,2012-12-19,7.7,746.0,"Drama, Romance"
483,4099999.0,15000000.0,7018988.0,The Man with the Iron Fists,15634090.0,22018988.0,46.79325333333333,[28],97430.0,15.457,2012-11-02,5.3,573.0,Action
484,4400000.0,13500000.0,19535736.0,Seven Psychopaths,15024049.0,33035736.0,144.70915555555555,"[35, 80]",86838.0,10.967,2012-10-12,6.8,2109.0,"Comedy, Crime"
485,13100000.0,20000000.0,5361206.0,The Cold Light of Day,3763583.0,25361206.0,26.806029999999996,"[28, 53, 9648]",77948.0,8.974,2012-09-06,5.1,463.0,"Action, Thriller, Mystery"
486,1700000.0,6000000.0,10369708.0,The Words,11494838.0,16369708.0,172.82846666666666,"[18, 53]",83686.0,7.201,2012-09-07,6.6,628.0,"Drama, Thriller"
487,0.0,35000000.0,-33000000.0,Playing for Keeps,2000000.0,2000000.0,-94.28571428571428,"[35, 10749]",77875.0,7.778,2012-12-07,5.6,420.0,"Comedy, Romance"
488,347000.0,2000000.0,14610760.0,Silent House,12739737.0,16610760.0,730.538,"[27, 9648]",92182.0,7.079,2011-01-21,5.2,184.0,"Horror, Mystery"
489,185680.0,16000000.0,-3382528.0,People Like Us,12431792.0,12617472.0,-21.140800000000002,[18],98548.0,9.078,2012-06-29,6.8,360.0,Drama
490,11500000.0,3000000.0,9577401.0,Bachelorette,446770.0,12577401.0,319.24670000000003,"[35, 10749]",84174.0,7.05,2012-09-06,5.4,755.0,"Comedy, Romance"
491,2000000.0,14000000.0,-2833385.0,Fun Size,9409538.0,11166615.0,-20.238464285714286,[35],82679.0,7.072,2012-10-26,5.5,249.0,Comedy
492,2600000.0,10000000.0,1766959.0,Seeking a Friend for the End of the World,7078738.0,11766959.0,17.66959,"[35, 18, 10749, 878]",88005.0,8.092,2012-06-22,6.4,1108.0,"Comedy, Drama, Romance, Science Fiction"
493,4700000.0,17000000.0,-6362719.0,The Apparition,4936819.0,10637281.0,-37.42775882352941,"[27, 53]",79694.0,7.714,2012-08-24,4.3,221.0,"Horror, Thriller"
494,4700000.0,17000000.0,-6362719.0,The Apparition,4936819.0,10637281.0,-37.42775882352941,[18],482712.0,7.913,2018-09-07,6.4,63.0,Drama
495,902486.0,6000000.0,4106975.0,Bernie,9204489.0,10106975.0,68.44958333333334,"[35, 80, 18]",92591.0,7.518,2012-04-27,6.6,503.0,"Comedy, Crime, Drama"
496,3100000.0,1000000.0,10495204.0,The Sessions,6002451.0,11495204.0,1049.5203999999999,"[18, 10749, 35]",113947.0,6.46,2012-10-18,6.9,296.0,"Drama, Romance, Comedy"
497,8000000.0,25000000.0,-15686698.0,On the Road,720828.0,9313302.0,-62.746792,"[12, 18]",83770.0,8.919,2012-12-21,5.6,518.0,"Adventure, Drama"
498,2079340.0,10000000.0,-1109906.0,The Collection,6810754.0,8890094.0,-11.09906,"[27, 53]",134597.0,9.059,2012-09-21,6.1,465.0,"Horror, Thriller"
499,2079340.0,10000000.0,-1109906.0,The Collection,6810754.0,8890094.0,-11.09906,[],446361.0,0.84,2017-03-11,7.0,1.0,
500,600.0,20000000.0,-11699179.0,Chasing Mavericks,6002756.0,8300821.0,-58.495895,[18],82684.0,6.546,2012-10-26,7.0,329.0,Drama
501,2600000.0,7500000.0,1039003.0,Albert Nobbs,3014696.0,8539003.0,13.853373333333332,[18],73873.0,6.277,2011-12-21,6.3,227.0,Drama
502,434949.0,19000000.0,-13254497.0,Won't Back Down,5310554.0,5745503.0,-69.76051052631578,[18],82631.0,6.14,2012-09-28,6.3,64.0,Drama
503,434949.0,19000000.0,-13254497.0,Won't Back Down,5310554.0,5745503.0,-69.76051052631578,[99],276139.0,0.938,2014-06-03,6.2,3.0,Documentary
504,148000.0,10000000.0,-5291873.0,"Jeff, Who Lives at Home",4269426.0,4708127.0,-52.918730000000004,"[18, 35]",82532.0,8.821,2011-09-13,6.2,320.0,"Drama, Comedy"
505,411361.0,750000.0,3672318.0,Safety Not Guaranteed,4010957.0,4422318.0,489.64239999999995,"[35, 10749, 878, 18]",84332.0,9.214,2012-06-08,6.9,792.0,"Comedy, Romance, Science Fiction, Drama"
506,1700000.0,10000000.0,-5340890.0,Killer Joe,1291645.0,4659110.0,-53.4089,"[80, 18, 53]",73567.0,13.742,2012-07-27,6.5,703.0,"Crime, Drama, Thriller"
507,1616888.0,2500000.0,2434356.0,Robot & Frank,3317468.0,4934356.0,97.37424,"[878, 35, 18, 80]",84329.0,7.485,2012-08-16,6.9,620.0,"Science Fiction, Comedy, Drama, Crime"
509,2759127.0,9200000.0,-3393334.0,Jab Tak Hai Jaan,3047539.0,5806666.0,-36.8840652173913,"[18, 10749]",132316.0,7.701,2012-11-13,6.9,107.0,"Drama, Romance"
510,3294258.0,4000000.0,1966671.0,Samsara,2672413.0,5966671.0,49.166775,"[18, 99]",89708.0,6.015,2012-08-22,8.2,276.0,"Drama, Documentary"
511,1493107.0,120000.0,2970593.0,Your Sister's Sister,1597486.0,3090593.0,2475.494166666667,"[18, 35]",84355.0,7.115,2012-06-14,6.6,192.0,"Drama, Comedy"
512,661000.0,12500000.0,-8472337.0,The Paperboy,677200.0,4027663.0,-67.77869600000001,"[53, 18, 9648]",82390.0,8.143,2012-10-05,5.5,409.0,"Thriller, Drama, Mystery"
513,1300000.0,12500000.0,-11399713.0,A Little Bit of Heaven,10011.0,1100287.0,-91.197704,"[35, 18, 10749]",45156.0,7.87,2011-02-03,6.3,333.0,"Comedy, Drama, Romance"
514,315000.0,10000000.0,-7820377.0,Coriolanus,749641.0,2179623.0,-78.20376999999999,"[18, 53]",101173.0,8.016,2012-01-19,6.0,215.0,"Drama, Thriller"
515,316764.0,3000000.0,-1675701.0,Damsels in Distress,1007535.0,1324299.0,-55.856700000000004,"[35, 10749]",82533.0,6.625,2012-04-06,5.5,103.0,"Comedy, Romance"
516,406994.0,12000000.0,-10799654.0,Darling Companion,793352.0,1200346.0,-89.99711666666667,"[18, 10749]",89325.0,4.656,2012-04-20,5.0,46.0,"Drama, Romance"
517,3589372.0,4000000.0,230426.0,Holy Motors,641054.0,4230426.0,5.76065,"[18, 14]",103328.0,5.31,2012-10-17,7.0,431.0,"Drama, Fantasy"
