,title_x,foreign_gross,production_budget,domestic_gross_y,worldwide_gross,net_profit,ROI,runtime_minutes,genres,averagerating,numvotes,popularity,release_date,release_month
994,Thor: Ragnarok,538900000,180000000,315058289,846980024,666980024,370.5444577777778,130.0,"Action,Adventure,Comedy",7.9,482995.0,43.45,2017-11-03,November
995,Wonder Woman,409300000,150000000,412563408,821133378,671133378,447.42225199999996,141.0,"Action,Adventure,Fantasy",7.5,487527.0,2.841,2013-09-29,September
997,Coco,597400000,175000000,209726015,798008101,623008101,356.00462914285714,105.0,"Adventure,Animation,Comedy",8.4,277194.0,25.961,2017-11-22,November
998,Pirates of the Caribbean: Dead Men Tell No Tales,622300000,230000000,172558876,788241137,558241137,242.71353782608696,129.0,"Action,Adventure,Fantasy",6.6,228592.0,28.101,2017-05-26,May
999,It,372900000,35000000,327481748,697457969,662457969,1892.7370542857143,135.0,"Horror,Thriller",7.4,359123.0,13.966,2017-09-08,September
1000,Justice League,428900000,300000000,229024295,655945209,355945209,118.64840299999999,120.0,"Action,Adventure,Fantasy",6.5,329135.0,34.953,2017-11-17,November
1001,Transformers: The Last Knight,475300000,217000000,130168683,602893340,385893340,177.8310322580645,154.0,"Action,Adventure,Sci-Fi",5.2,119007.0,24.258,2017-06-21,June
1002,Kong: Skull Island,398600000,185000000,168052812,561072059,376072059,203.28219405405403,118.0,"Action,Adventure,Fantasy",6.6,237720.0,29.388,2017-03-10,March
1003,The Boss Baby,353000000,125000000,175003033,510878762,385878762,308.7030096,97.0,"Adventure,Animation,Comedy",6.3,93730.0,7.445,2017-03-31,March
1004,Dunkirk,337200000,150000000,190068280,499837368,349837368,233.22491200000002,106.0,"Action,Drama,History",7.9,466580.0,24.358,2017-07-19,July
1005,War for the Planet of the Apes,343800000,152000000,146880162,489592267,337592267,222.10017565789474,140.0,"Action,Adventure,Drama",7.5,201943.0,23.445,2017-07-14,July
1006,The Greatest Showman,260700000,84000000,174340174,386665550,302665550,360.31613095238095,105.0,"Biography,Drama,Musical",7.6,199663.0,22.009,2017-12-20,December
1007,Kingsman: The Golden Circle,310700000,104000000,100234838,408803696,304803696,293.0804769230769,141.0,"Action,Adventure,Comedy",6.8,230797.0,24.337,2017-09-22,September
1008,Cars 3,231000000,175000000,152901115,383541369,208541369,119.16649657142857,102.0,"Adventure,Animation,Comedy",6.8,59408.0,18.427,2017-06-16,June
1009,Fifty Shades Darker,267000000,55000000,114434010,381398492,326398492,593.4518036363636,118.0,"Drama,Romance",4.6,81706.0,12.083,2017-02-10,February
1010,The Great Wall,289400000,150000000,45157105,334486852,184486852,122.99123466666666,103.0,"Action,Adventure,Fantasy",6.0,111602.0,19.144,2017-02-17,February
1011,Resident Evil: The Final Chapter,285400000,40000000,26844692,314101190,274101190,685.252975,107.0,"Action,Horror,Sci-Fi",5.6,74979.0,0.844,2017-01-27,January
1012,Annabelle: Creation,204400000,15000000,102092201,305384865,290384865,1935.8990999999999,109.0,"Horror,Mystery,Thriller",6.5,90402.0,21.245,2017-08-11,August
1013,Wonder,173500000,20000000,132422809,304604712,284604712,1423.02356,113.0,"Drama,Family",8.0,111632.0,20.101,2017-11-17,November
1014,Ferdinand,211700000,111000000,84410380,289847930,178847930,161.12426126126127,108.0,"Adventure,Animation,Comedy",6.7,40229.0,19.479,2017-12-15,December
1015,Split,140200000,5000000,138141585,278964806,273964806,5479.29612,90.0,"Comedy,Romance,Sport",2.9,557.0,0.906,2012-05-24,May
1019,Blade Runner 2049,167200000,185000000,92054159,259357408,74357408,40.19319351351351,164.0,"Drama,Mystery,Sci-Fi",8.0,376241.0,48.571,2017-10-06,October
1020,Get Out,79400000,5000000,176040665,255367951,250367951,5007.35902,104.0,"Horror,Mystery,Thriller",7.7,400474.0,0.834,2010-02-01,February
1022,Baahubali 2: The Conclusion,234000000,30000000,18985794,263502914,233502914,778.3430466666666,167.0,"Action,Drama",8.3,65656.0,10.406,2017-04-27,April
1023,Alien: Covenant,166600000,97000000,74262031,238521247,141521247,145.89819278350515,122.0,"Horror,Sci-Fi,Thriller",6.4,226920.0,24.651,2017-05-19,May
1024,Baby Driver,119100000,34000000,107825862,228104185,194104185,570.8946617647059,113.0,"Action,Crime,Drama",7.6,363977.0,22.895,2017-06-28,June
1025,Valerian and the City of a Thousand Planets,184700000,180000000,40479370,215098356,35098356,19.499086666666667,137.0,"Action,Adventure,Fantasy",6.5,139792.0,24.003,2017-07-21,July
1026,Geostorm,187900000,100000000,33700160,220796009,120796009,120.796009,109.0,"Action,Sci-Fi,Thriller",5.3,78287.0,13.653,2017-10-20,October
1027,The Emoji Movie,131699999,50000000,86089513,216562312,166562312,333.124624,86.0,"Adventure,Animation,Comedy",3.2,47294.0,14.88,2017-07-23,July
1028,Smurfs: The Lost Village,152200000,60000000,45020282,197578586,137578586,229.29764333333333,90.0,"Adventure,Animation,Comedy",6.0,15612.0,15.663,2017-04-07,April
1029,The Shape of Water,131400000,19500000,63859435,195790794,176290794,904.0553538461538,123.0,"Adventure,Drama,Fantasy",7.3,308112.0,22.025,2017-12-01,December
1030,Pitch Perfect 3,80500000,45000000,104897530,185736412,140736412,312.7475822222222,93.0,"Comedy,Music",5.8,45127.0,14.89,2017-12-22,December
1031,The Post,97900000,50000000,81903458,179748880,129748880,259.49775999999997,116.0,"Biography,Drama,History",7.2,108017.0,15.551,2017-12-22,December
1032,Baywatch,119800000,60000000,58060186,175863783,115863783,193.106305,116.0,"Action,Comedy,Crime",5.6,137528.0,14.429,2017-05-26,May
1033,"Three Billboards Outside Ebbing, Missouri",104700000,12000000,54513740,160191915,148191915,1234.9326250000001,115.0,"Crime,Drama",8.2,344047.0,17.808,2017-11-10,November
1034,Darkest Hour,94400000,30000000,56443120,150807172,120807172,402.6905733333333,125.0,"Biography,Drama,History",7.4,136546.0,15.331,2017-11-22,November
1035,King Arthur: Legend of the Sword,109500000,175000000,39175066,139630336,-35369664,-20.21123657142857,126.0,"Action,Adventure,Drama",6.8,169054.0,21.793,2017-05-12,May
1036,The Foreigner,111000000,35000000,34393507,140783360,105783360,302.23817142857143,113.0,"Action,Thriller",7.0,81288.0,14.616,2017-10-13,October
1037,Girls Trip,25400000,28000000,115108515,140886353,112886353,403.1655464285715,122.0,"Comedy,Drama",6.2,29321.0,8.589,2017-07-21,July
1038,American Made,83500000,50000000,51342000,135569212,85569212,171.138424,115.0,"Action,Biography,Comedy",7.2,131043.0,16.748,2017-09-29,September
1039,A Bad Moms Christmas,58400000,28000000,72110659,127710550,99710550,356.1091071428571,104.0,"Adventure,Comedy",5.5,33056.0,16.604,2017-11-01,November
1040,Captain Underpants: The First Epic Movie,51600000,38000000,73921000,126577874,88577874,233.09966842105263,89.0,"Action,Animation,Comedy",6.2,21903.0,18.31,2017-06-02,June
1041,Happy Death Day,69800000,5000000,55683845,125010260,120010260,2400.2052,96.0,"Horror,Mystery,Thriller",6.5,87132.0,21.23,2017-10-13,October
1042,The Dark Tower,62500000,60000000,50701325,113461527,53461527,89.102545,95.0,"Action,Adventure,Fantasy",5.7,107518.0,15.517,2017-08-04,August
1043,Jigsaw,64900000,10000000,38052832,102445196,92445196,924.45196,92.0,"Crime,Horror,Mystery",5.8,57184.0,17.398,2017-10-27,October
1044,Atomic Blonde,48300000,30000000,51573925,98345423,68345423,227.81807666666666,115.0,"Action,Mystery,Thriller",6.7,150407.0,21.662,2017-07-28,July
1045,Rings,55300000,25000000,27793018,82917283,57917283,231.669132,102.0,"Drama,Horror,Mystery",4.5,34151.0,13.53,2017-02-03,February
1046,Underworld: Blood Wars,50700000,35000000,30353973,81209222,46209222,132.02634857142857,91.0,"Action,Adventure,Fantasy",5.8,62942.0,18.976,2017-01-06,January
1047,Lady Bird,30000000,10000000,48958273,78610769,68610769,686.1076899999999,94.0,"Comedy,Drama",7.4,177677.0,15.974,2017-11-03,November
1048,American Assassin,31000000,63000000,36249674,68310140,5310140,8.42879365079365,112.0,"Action,Thriller",6.2,57793.0,15.434,2017-09-15,September
1049,The Nut Job 2: Nutty by Nature,36800000,40000000,28370522,57438389,17438389,43.5959725,91.0,"Adventure,Animation,Comedy",5.5,4820.0,8.975,2017-08-11,August
1050,Monster Trucks,31100000,125000000,33370166,61642798,-63357202,-50.6857616,104.0,"Action,Adventure,Comedy",5.7,13525.0,8.827,2017-01-13,January
1051,The Star,22000000,20000000,40847995,62758010,42758010,213.79005,86.0,"Adventure,Animation,Comedy",6.1,5159.0,14.53,2017-11-17,November
1052,"Everything, Everything",27500000,10000000,34121140,61603136,51603136,516.0313600000001,96.0,"Drama,Romance",6.4,26811.0,13.998,2017-05-19,May
1053,Snatched,15000000,42000000,45852178,57852177,15852177,37.743278571428576,81.0,Comedy,5.5,61.0,0.725,2011-01-01,January
1055,The Big Sick,13500000,5000000,42872467,53972860,48972860,979.4572000000001,120.0,"Comedy,Drama,Romance",7.6,104008.0,12.322,2017-06-23,June
1056,Downsizing,30600000,68000000,24449754,54462971,-13537029,-19.907395588235293,135.0,"Drama,Sci-Fi",5.7,74815.0,10.682,2017-12-22,December
1057,"I, Tonya",23900000,11000000,30014534,53797409,42797409,389.0673545454546,120.0,"Biography,Comedy,Drama",7.5,141668.0,15.407,2017-12-08,December
1058,Logan Lucky,20700000,29000000,27778642,44264271,15264271,52.635417241379315,118.0,"Comedy,Crime,Drama",7.0,105966.0,15.743,2017-08-18,August
1059,Rough Night,25200000,20000000,22105643,46844357,26844357,134.22178499999998,101.0,"Comedy,Crime,Thriller",5.2,39447.0,14.338,2017-06-16,June
1060,All Eyez on Me,0,45000000,44922302,54876855,9876855,21.948566666666665,139.0,"Biography,Drama,Music",5.8,18541.0,7.249,2017-06-16,June
1061,The Snowman,36400000,35000000,6670765,43226146,8226146,23.503274285714284,119.0,"Crime,Drama,Mystery",5.1,47890.0,14.581,2017-10-20,October
1062,Fist Fight,8900000,25000000,32187017,40286416,15286416,61.145664,91.0,Comedy,5.6,35136.0,9.808,2017-02-17,February
1063,Diary of a Wimpy Kid: The Long Haul,19400000,22000000,20738724,35609577,13609577,61.86171363636363,91.0,"Comedy,Family",4.4,5635.0,10.839,2017-05-19,May
1064,The House,8600000,40000000,25584504,31192425,-8807575,-22.0189375,109.0,"Drama,Mystery,Thriller",4.6,50.0,9.62,2017-06-30,June
1065,The Disaster Artist,8700000,10000000,21120616,28717667,18717667,187.17667,104.0,"Biography,Comedy,Drama",7.4,111737.0,13.27,2017-12-01,December
1066,Home Again,0,15000000,27020284,37336874,22336874,148.91249333333334,104.0,Drama,6.6,360.0,10.478,2017-09-08,September
1067,The Bye Bye Man,4300000,7400000,22395806,31187727,23787727,321.4557702702703,96.0,"Drama,Fantasy,Horror",4.3,17743.0,9.847,2017-01-13,January
1068,Father Figures,8100000,25000000,17501244,21038441,-3961559,-15.846236,113.0,"Adventure,Comedy,Drama",5.5,14373.0,12.45,2017-12-22,December
1069,The Founder,11300000,15000000,12786053,24403192,9403192,62.68794666666667,108.0,"Comedy,Sci-Fi",5.9,33.0,12.349,2017-01-20,January
1070,The Lost City of Z,10700000,30000000,8574339,17121823,-12878177,-42.92725666666667,141.0,"Adventure,Biography,Drama",6.6,66475.0,11.048,2017-04-21,April
1071,The Space Between Us,6900000,30000000,7885294,16481405,-13518595,-45.06198333333333,120.0,"Adventure,Drama,Romance",6.4,41031.0,14.437,2017-02-03,February
1072,Wish Upon,0,12000000,14301505,23477345,11477345,95.64454166666667,90.0,"Drama,Fantasy,Horror",5.0,14962.0,10.219,2017-07-14,July
1073,"Roman J. Israel, Esq.",1100000,22000000,11962712,12967012,-9032988,-41.059036363636366,122.0,"Crime,Drama,Thriller",6.4,23632.0,12.688,2017-11-17,November
1074,Battle of the Sexes,0,25000000,12638526,18445379,-6554621,-26.218483999999997,121.0,"Biography,Comedy,Drama",6.7,43245.0,11.988,2017-09-22,September
1075,Before I Fall,0,5000000,12241072,18945682,13945682,278.91364,98.0,"Drama,Fantasy,Mystery",6.4,39282.0,14.584,2017-03-03,March
1076,Rock Dog,0,60000000,9420546,24148488,-35851512,-59.75252,90.0,"Adventure,Animation,Comedy",5.9,3991.0,10.362,2017-02-24,February
1077,Stronger,4200000,30000000,4211129,8786752,-21213248,-70.71082666666668,119.0,"Biography,Drama",7.0,33464.0,7.836,2017-09-22,September
1078,Tulip Fever,5900000,25000000,2455635,6792768,-18207232,-72.828928,105.0,"Drama,History,Romance",6.2,15037.0,9.89,2017-08-25,August
1079,Just Getting Started,1600000,22000000,6069605,6756412,-15243588,-69.28903636363636,91.0,"Action,Comedy",4.4,4829.0,8.459,2017-12-08,December
1080,All Saints,140000,2000000,5802208,5941994,3941994,197.0997,108.0,Drama,6.0,1220.0,4.042,2017-08-25,August
1081,The Florida Project,0,2000000,5904366,11295324,9295324,464.7662,111.0,Drama,7.6,72193.0,11.597,2017-10-06,October
1082,Table 19,1400000,5000000,3614896,4620399,-379601,-7.59202,87.0,"Comedy,Drama,Romance",5.8,22751.0,7.551,2017-03-03,March
1083,The Wall,2700000,3000000,1803064,4495262,1495262,49.84206666666667,78.0,Documentary,9.2,8.0,8.142,2017-05-12,May
1084,Friend Request,0,9900000,3759078,11310835,1410835,14.250858585858586,91.0,Thriller,4.0,116.0,2.107,2013-05-05,May
1085,Free Fire,0,10000000,1799322,3793739,-6206261,-62.06260999999999,91.0,"Action,Comedy,Crime",6.4,35954.0,12.116,2017-04-21,April
1086,A Ghost Story,0,100000,1594798,2769782,2669782,2669.782,92.0,"Drama,Fantasy,Romance",6.8,46280.0,11.886,2017-07-07,July
1087,The Square,0,1900000,406216,740932,-1159068,-61.00357894736842,108.0,"Documentary,Drama,History",8.1,7998.0,5.596,2013-10-25,October
1089,Patti Cake$,682000,1000000,800148,1471090,471090,47.109,109.0,"Drama,Music",6.7,8581.0,6.934,2017-08-18,August
1090,Churchill,0,10000000,1279681,7582196,-2417804,-24.17804,105.0,"Biography,Drama,History",6.3,12047.0,7.692,2017-06-02,June
1091,City of Ghosts,100000,17500000,325491,325491,-17174509,-98.14005142857143,92.0,"Documentary,War",7.4,2925.0,4.341,2017-07-14,July
1092,Avengers: Infinity War,136900000,300000000,678815482,2048134200,1748134200,582.7114,149.0,"Action,Adventure,Sci-Fi",8.5,670926.0,80.773,2018-04-27,April
1093,Black Panther,646900000,200000000,700059566,1348258224,1148258224,574.129112,134.0,"Action,Adventure,Sci-Fi",7.3,516148.0,2.058,2011-01-18,January
1095,Jurassic World: Fallen Kingdom,891800000,170000000,417719760,1305772799,1135772799,668.1016464705882,128.0,"Action,Adventure,Sci-Fi",6.2,219125.0,34.958,2018-06-22,June
1096,Incredibles 2,634200000,200000000,608581744,1242520711,1042520711,521.2603555000001,118.0,"Action,Adventure,Animation",7.7,203510.0,36.286,2018-06-15,June
1097,Aquaman,812700000,160000000,335061807,1146894640,986894640,616.80915,143.0,"Action,Adventure,Fantasy",7.1,263328.0,38.102,2018-12-21,December
1098,Bohemian Rhapsody,687200000,55000000,216303339,894985342,839985342,1527.2460763636363,134.0,"Biography,Drama,Music",8.0,345466.0,37.197,2018-11-02,November
1099,Deadpool 2,460500000,110000000,324591735,786680557,676680557,615.1641427272727,119.0,"Action,Adventure,Comedy",7.8,391735.0,38.894,2018-05-10,May
1100,Fantastic Beasts: The Crimes of Grindelwald,494100000,200000000,159555901,652220086,452220086,226.110043,134.0,"Adventure,Family,Fantasy",6.6,163151.0,48.508,2018-11-16,November
1101,Ant-Man and the Wasp,406000000,130000000,216648740,623144660,493144660,379.3420461538461,118.0,"Action,Adventure,Comedy",7.1,244024.0,44.729,2018-07-06,July
1102,Ready Player One,445200000,150000000,137690172,579290136,429290136,286.193424,140.0,"Action,Adventure,Sci-Fi",7.5,301660.0,30.029,2018-03-29,March
1103,The Meg,384800000,178000000,145443742,529530715,351530715,197.48916573033708,113.0,"Action,Horror,Sci-Fi",5.7,114042.0,31.397,2018-08-10,August
1104,Hotel Transylvania 3: Summer Vacation,361100000,65000000,167500092,527079962,462079962,710.8922492307693,97.0,"Adventure,Animation,Comedy",6.3,42299.0,26.815,2018-06-30,June
1105,Bumblebee,340800000,102000000,127195589,465195589,363195589,356.0741068627451,114.0,"Action,Adventure,Sci-Fi",6.9,94155.0,43.078,2018-12-21,December
1106,Solo: A Star Wars Story,179200000,275000000,213767512,393151347,118151347,42.96412618181818,135.0,"Action,Adventure,Fantasy",7.0,226243.0,29.502,2018-05-25,May
1107,Fifty Shades Freed,271500000,55000000,100407760,371350619,316350619,575.1829436363637,105.0,"Drama,Romance,Thriller",4.5,43893.0,22.512,2018-02-09,February
1108,Peter Rabbit,236000000,50000000,115234093,347136477,297136477,594.272954,95.0,"Adventure,Animation,Comedy",6.6,27908.0,15.974,2018-02-09,February
1109,Mary Poppins Returns,177600000,130000000,171958438,341528518,211528518,162.71424461538462,130.0,"Comedy,Family,Fantasy",6.9,52103.0,30.419,2018-12-19,December
1110,A Quiet Place,152900000,17000000,188024361,334522294,317522294,1867.7782,80.0,Documentary,6.6,18.0,29.154,2018-04-06,April
1111,Green Book,234700000,23000000,85080171,322034439,299034439,1300.1497347826087,130.0,"Biography,Comedy,Drama",8.3,204972.0,36.284,2018-11-16,November
1112,Skyscraper,236400000,125000000,68420120,304115534,179115534,143.2924272,102.0,"Action,Adventure,Thriller",5.8,81193.0,26.229,2018-07-13,July
1113,Tomb Raider,216400000,90000000,58250803,273477501,183477501,203.86389,119.0,"Action,Adventure,Fantasy",6.3,163560.0,24.968,2018-03-16,March
1114,Crazy Rich Asians,64000000,30000000,174532921,238099711,208099711,693.6657033333333,120.0,"Comedy,Romance",7.0,96617.0,17.969,2018-08-15,August
1115,Smallfoot,130900000,80000000,83240103,213691277,133691277,167.11409625,96.0,"Adventure,Animation,Comedy",6.7,23295.0,26.231,2018-09-28,September
1116,Creed II,98300000,50000000,115715889,213591522,163591522,327.183044,130.0,"Drama,Sport",7.2,72503.0,26.907,2018-11-21,November
1117,The Equalizer 2,88300000,77000000,102084362,190453132,113453132,147.34172987012988,121.0,"Action,Crime,Thriller",6.7,97963.0,22.961,2018-07-20,July
1118,The Nutcracker and the Four Realms,119100000,132900000,54858851,170293899,37393899,28.1368690744921,99.0,"Adventure,Family,Fantasy",5.5,18734.0,26.235,2018-11-02,November
1119,The Mule,68700000,50000000,103804407,170857676,120857676,241.715352,100.0,"Comedy,Drama",6.2,653.0,6.161,2014-03-10,March
1121,Insidious: The Last Key,100100000,10000000,67745330,167885588,157885588,1578.85588,103.0,"Horror,Mystery,Thriller",5.7,42154.0,16.017,2018-01-05,January
1122,Red Sparrow,104700000,69000000,46874505,145951861,76951861,111.52443623188407,140.0,"Action,Drama,Thriller",6.6,136738.0,18.117,2018-03-02,March
1123,The First Purge,67500000,13000000,69488745,136617305,123617305,950.9023461538461,98.0,"Action,Horror,Sci-Fi",5.1,41741.0,28.44,2018-07-04,July
1124,A Wrinkle in Time,32200000,103000000,100478608,133401882,30401882,29.516390291262134,109.0,"Adventure,Family,Fantasy",4.2,34888.0,12.529,2018-03-09,March
1125,Instant Family,53200000,48000000,67363237,119736188,71736188,149.45039166666666,118.0,"Comedy,Drama",7.4,46728.0,22.634,2018-11-16,November
1126,The Commuter,83600000,40000000,36343858,101985431,61985431,154.9635775,105.0,"Action,Mystery,Thriller",6.3,83114.0,20.063,2018-01-12,January
1127,Game Night,48500000,37000000,69179066,117378084,80378084,217.23806486486487,100.0,"Action,Comedy,Crime",7.0,163279.0,19.459,2018-02-23,February
1128,First Man,60800000,60000000,44936545,105203825,45203825,75.33970833333333,141.0,"Biography,Drama,History",7.4,120009.0,22.958,2018-10-12,October
1129,Alpha,62300000,51000000,35851379,99624873,48624873,95.34288823529413,116.0,Crime,5.5,102.0,24.536,2018-08-17,August
1130,A Simple Favor,44100000,20000000,53548586,97628717,77628717,388.143585,117.0,"Comedy,Crime,Drama",6.9,83338.0,21.121,2018-09-14,September
1131,The Favourite,61600000,15000000,34366783,94113929,79113929,527.4261933333333,119.0,"Biography,Drama,History",7.6,116011.0,28.651,2018-11-23,November
1132,Truth or Dare,53900000,3500000,41411015,95127344,91627344,2617.9241142857145,85.0,"Horror,Romance,Thriller",6.0,14.0,8.102,2012-08-06,August
1137,I Feel Pretty,45700000,32000000,48795601,91553797,59553797,186.105615625,110.0,"Comedy,Romance",5.4,39936.0,16.298,2018-04-20,April
1138,Blockers,33700000,21000000,60311495,94045328,73045328,347.8348952380952,102.0,Comedy,6.2,57142.0,21.841,2018-04-06,April
1139,Goosebumps 2: Haunted Halloween,46600000,35000000,46697321,93291478,58291478,166.54708,90.0,"Adventure,Comedy,Family",5.6,11459.0,20.238,2018-10-12,October
1140,BlacKkKlansman,44000000,15000000,49275340,93017335,78017335,520.1155666666667,135.0,"Biography,Crime,Drama",7.5,149005.0,25.101,2018-07-30,July
1141,Sherlock Gnomes,47100000,59000000,43242871,87527651,28527651,48.35195084745762,86.0,"Adventure,Animation,Comedy",5.1,8030.0,12.987,2018-03-23,March
1142,Mortal Engines,67700000,100000000,15951040,85287417,-14712583,-14.712583000000002,128.0,"Action,Adventure,Fantasy",6.1,70193.0,40.095,2018-12-14,December
1143,Den of Thieves,35600000,30000000,44947622,80131391,50131391,167.10463666666666,140.0,"Action,Crime,Drama",7.0,69648.0,22.738,2018-01-19,January
1144,Hereditary,35300000,10000000,44069456,70133905,60133905,601.33905,127.0,"Drama,Horror,Mystery",7.3,151571.0,26.185,2018-06-08,June
1145,Tag,23400000,28000000,54730625,77026186,49026186,175.09352142857142,91.0,Drama,4.6,158.0,1.4,2015-05-04,May
1147,Vice,28200000,60000000,47836282,70883171,10883171,18.138618333333334,96.0,"Action,Adventure,Sci-Fi",4.2,14436.0,14.641,2015-01-16,January
1149,Widows,33600000,40000000,42402632,73866088,33866088,84.66521999999999,100.0,"Comedy,Drama",6.3,484.0,20.628,2018-11-16,November
1150,Sicario: Day of the Soldado,25800000,35000000,50065850,75885196,40885196,116.81484571428571,122.0,"Action,Crime,Drama",7.1,95650.0,29.725,2018-06-29,June
1151,Second Act,33000000,15700000,39282227,63288854,47588854,303.11371974522297,103.0,"Comedy,Drama,Romance",5.8,13109.0,16.322,2018-12-21,December
1152,Book Club,0,10000000,68566296,91113683,81113683,811.13683,72.0,Documentary,6.6,9.0,0.6,2015-05-13,May
1154,12 Strong,21600000,35000000,45819713,71118378,36118378,103.19536571428571,130.0,"Action,Drama,History",6.6,50155.0,13.183,2018-01-19,January
1155,"Love, Simon",25500000,10000000,40826341,65520633,55520633,555.20633,110.0,"Comedy,Drama,Romance",7.6,81575.0,15.608,2018-03-16,March
1156,Mile 22,30200000,35000000,36108758,66295121,31295121,89.41463142857144,94.0,"Action,Adventure,Thriller",6.1,47862.0,21.246,2018-08-17,August
1157,Life of the Party,12800000,30000000,53059911,65759911,35759911,119.19970333333335,84.0,"Comedy,Drama",7.6,47.0,13.696,2018-05-11,May
1158,Adrift,28500000,35000000,31445011,57897191,22897191,65.42054571428572,65.0,Drama,6.0,6.0,0.6,2013-07-01,July
1160,The 15:17 to Paris,20800000,30000000,36276286,56096200,26096200,86.98733333333334,94.0,"Biography,Drama,Thriller",5.2,21880.0,11.576,2018-02-09,February
1161,Early Man,46400000,50000000,8267544,45285890,-4714110,-9.42822,89.0,"Adventure,Animation,Comedy",6.1,15882.0,16.675,2018-02-16,February
1162,Peppermint,18400000,25000000,35418723,51800758,26800758,107.20303200000001,101.0,"Action,Crime,Drama",6.5,35854.0,32.476,2018-09-07,September
1163,Slender Man,21200000,10000000,30564825,51723644,41723644,417.23644,93.0,"Horror,Mystery,Thriller",3.2,19650.0,16.999,2018-08-10,August
1164,Uncle Drew,4200000,18000000,42469946,46527161,28527161,158.4842277777778,103.0,"Comedy,Sport",5.7,9739.0,10.836,2018-06-29,June
1165,Mary Queen of Scots,29900000,25000000,16468499,46734733,21734733,86.93893200000001,119.0,"Biography,Drama,History",5.5,753.0,16.115,2018-12-07,December
1166,The Possession of Hannah Grace,28200000,6000000,14836174,42785387,36785387,613.0897833333333,86.0,"Horror,Mystery,Thriller",5.2,11629.0,20.263,2018-11-30,November
1167,The Darkest Minds,28400000,34000000,12695691,38361428,4361428,12.827729411764707,104.0,"Action,Adventure,Drama",5.7,21340.0,23.967,2018-08-03,August
1168,On the Basis of Sex,13600000,20000000,24622687,38073377,18073377,90.366885,120.0,"Biography,Drama",6.9,12083.0,32.624,2018-12-25,December
1169,The Hate U Give,5200000,23000000,29719483,35067665,12067665,52.46810869565217,133.0,"Crime,Drama",7.3,17583.0,19.135,2018-10-19,October
1170,White Boy Rick,1900000,30000000,24004833,25947983,-4052017,-13.506723333333333,111.0,"Crime,Drama",6.4,16255.0,13.794,2018-09-14,September
1171,Winchester,0,3500000,25091816,44378040,40878040,1167.944,99.0,"Biography,Drama,Fantasy",5.4,24351.0,12.44,2018-02-02,February
1172,"Paul, Apostle of Christ",5500000,5000000,17547999,25529498,20529498,410.58995999999996,108.0,"Adventure,Biography,Drama",6.7,5662.0,12.005,2018-03-28,March
1173,Proud Mary,876000,30000000,20868638,21709539,-8290461,-27.63487,89.0,"Action,Crime,Drama",4.9,6805.0,9.371,2018-01-12,January
1174,If Beale Street Could Talk,5700000,12000000,14915773,19859167,7859167,65.49305833333334,119.0,"Drama,Romance",7.2,25512.0,13.579,2018-12-14,December
1175,Hell Fest,7100000,5500000,11107431,18119231,12619231,229.44056363636363,89.0,Horror,5.5,8662.0,12.955,2018-09-28,September
1176,Unfriended: Dark Web,6300000,1000000,8866745,16434588,15434588,1543.4587999999999,92.0,"Crime,Horror,Mystery",5.9,13822.0,17.861,2018-07-20,July
1177,Upgrade,2400000,3000000,11977130,16553285,13553285,451.7761666666667,100.0,"Action,Sci-Fi,Thriller",7.6,104978.0,21.413,2018-06-01,June
1178,Unsane,6600000,1500000,7690044,14244931,12744931,849.6620666666666,98.0,"Drama,Horror,Mystery",6.4,32049.0,16.316,2018-03-23,March
1179,The Sisters Brothers,10000000,38000000,3143056,13143056,-24856944,-65.41301052631579,122.0,"Adventure,Comedy,Crime",7.0,32135.0,13.738,2018-09-21,September
1180,Welcome to Marwen,2100000,45000000,10763520,12874922,-32125078,-71.38906222222222,116.0,"Biography,Comedy,Drama",6.1,8920.0,22.032,2018-12-21,December
1181,Hotel Artemis,6000000,15000000,6708137,12758799,-2241201,-14.94134,94.0,"Action,Drama,Sci-Fi",6.1,30586.0,14.585,2018-06-08,June
1182,Kin,4300000,30000000,5718096,10096821,-19903179,-66.34393,45.0,"Drama,Music",8.6,46.0,23.805,2018-08-31,August
1183,Can You Ever Forgive Me?,0,10000000,8803865,11752387,1752387,17.52387,106.0,"Biography,Comedy,Crime",7.2,29473.0,17.604,2018-10-19,October
1184,Suspiria,5400000,20000000,2483472,7034615,-12965385,-64.826925,152.0,"Fantasy,Horror,Mystery",6.8,37360.0,16.925,2018-10-26,October
1185,The Hurricane Heist,0,40000000,6115824,30963684,-9036316,-22.59079,103.0,"Action,Adventure,Crime",5.1,15326.0,13.335,2018-03-09,March
1186,Destroyer,4000000,9000000,1533324,3681096,-5318904,-59.098933333333335,121.0,"Action,Crime,Drama",6.2,13683.0,17.815,2018-12-25,December
1187,Gotti,0,10000000,4286367,6089100,-3910900,-39.109,112.0,"Biography,Crime,Drama",4.8,10358.0,10.034,2018-06-15,June
1188,Bilal: A New Breed of Hero,1700000,30000000,490973,648599,-29351401,-97.83800333333333,105.0,"Action,Adventure,Animation",8.0,16854.0,2.707,2018-02-02,February
1189,Mandy,0,6000000,1214525,1427656,-4572344,-76.20573333333334,113.0,"Drama,Thriller",4.1,39.0,0.6,2016-01-24,January
1191,Lean on Pete,0,8000000,1163056,2455027,-5544973,-69.3121625,121.0,"Adventure,Drama",7.2,8607.0,9.307,2018-04-06,April
