,foreign_gross,production_budget,net_profit,movie_title,domestic_gross,world_wide_gross_Profit,ROI
5109,0.0,8200000.0,71800000.0,Footloose,80000000.0,80000000.0,875.609756097561
5110,33654038.0,24000000.0,54672579.0,Going in Style,45018541.0,78672579.0,227.8024125
5111,0.0,24000000.0,17798224.0,The Fisher King,41798224.0,41798224.0,74.15926666666667
5112,0.0,24000000.0,16020622.0,I Still Know What You Did Last Summer,40020622.0,40020622.0,66.75259166666667
5113,59447877.0,24000000.0,75135571.0,Hitman,39687694.0,99135571.0,313.0648791666667
5114,0.0,24000000.0,9208099.0,"Hello, Dolly",33208099.0,33208099.0,38.36707916666667
5115,0.0,24000000.0,8662299.0,Return to Me,32662299.0,32662299.0,36.092912500000004
5116,34920023.0,24000000.0,43348218.0,The Men Who Stare at Goats,32428195.0,67348218.0,180.617575
5117,5398360.0,24000000.0,12856306.0,Zack and Miri Make a Porno,31457946.0,36856306.0,53.56794166666666
5118,0.0,24000000.0,5823162.0,Double Take,29823162.0,29823162.0,24.263175
5119,0.0,24000000.0,4871190.0,"Girl, Interrupted",28871190.0,28871190.0,20.296625
5120,2562312.0,24000000.0,3732366.0,Nurse Betty,25170054.0,27732366.0,15.551525
5121,0.0,24000000.0,-2000000.0,The Wiz,22000000.0,22000000.0,-8.333333333333332
5122,0.0,24000000.0,-7019902.0,Win a Date with Tad Hamilton!,16980098.0,16980098.0,-29.249591666666667
5123,0.0,24000000.0,-7695214.0,Muppets From Space,16304786.0,16304786.0,-32.06339166666667
5124,0.0,24000000.0,-11627590.0,Ready to Rumble,12372410.0,12372410.0,-48.44829166666666
5125,0.0,24000000.0,-15572796.0,Play it to the Bone,8427204.0,8427204.0,-64.88665
5126,2148108.0,24000000.0,-15707086.0,Beyond the Sea,6144806.0,8292914.0,-65.44619166666666
5127,233103872.0,24000000.0,213814327.0,Hauru no ugoku shiro,4710455.0,237814327.0,890.8930291666668
5128,0.0,24000000.0,-19643874.0,Meet the Deedles,4356126.0,4356126.0,-81.849475
5129,0.0,24000000.0,-23330724.0,The Thief and the Cobbler,669276.0,669276.0,-97.21135
5130,1646784.0,24000000.0,-22303235.0,The Bridge of San Luis Rey,49981.0,1696765.0,-92.93014583333333
5132,26646310.0,23600000.0,78636596.0,Zombieland,75590286.0,102236596.0,333.2059152542373
5133,243889374.0,23000000.0,511161334.0,Star Wars Ep. V: The Empire Strikes Back,290271960.0,534161334.0,2222.440582608696
5134,28700000.0,23000000.0,167191646.0,The Waterboy,161491646.0,190191646.0,726.9202
5135,0.0,23000000.0,63930411.0,The Naked Gun 2Â½: The Smell of Fear,86930411.0,86930411.0,277.9583086956522
5136,75600000.0,23000000.0,118247413.0,Bad Boys,65647413.0,141247413.0,514.1191869565217
5137,58734556.0,23000000.0,89036870.0,Final Destination,53302314.0,112036870.0,387.1168260869565
5138,13947000.0,23000000.0,30182088.0,Pitch Black,39235088.0,53182088.0,131.2264695652174
5139,11346873.0,23000000.0,15684906.0,Someone Like You,27338033.0,38684906.0,68.19524347826086
5140,22595564.0,23000000.0,25163815.0,Her,25568251.0,48163815.0,109.40789130434783
5141,0.0,23000000.0,-1026818.0,Joy Ride,21973182.0,21973182.0,-4.4644260869565215
5142,132303587.0,23000000.0,128496097.0,Kari gurashi no Arietti,19192510.0,151496097.0,558.6786826086956
5143,0.0,23000000.0,-4346385.0,Anywhere But Here,18653615.0,18653615.0,-18.89732608695652
5144,3000000.0,23000000.0,-3876149.0,Vanity Fair,16123851.0,19123851.0,-16.852821739130437
5145,0.0,23000000.0,-7271665.0,Jaws 4: The Revenge,15728335.0,15728335.0,-31.615934782608697
5146,0.0,23000000.0,-9980747.0,The Crew,13019253.0,13019253.0,-43.39455217391304
5147,0.0,23000000.0,-10196695.0,Marvin's Room,12803305.0,12803305.0,-44.33345652173913
5148,102461.0,23000000.0,-10708025.0,Chasing Liberty,12189514.0,12291975.0,-46.55663043478261
5149,267073.0,23000000.0,-11221604.0,The Longshots,11511323.0,11778396.0,-48.78958260869565
5150,0.0,23000000.0,-12339853.0,The End of the Affair,10660147.0,10660147.0,-53.6515347826087
5151,0.0,23000000.0,-15981475.0,Harley Davidson and the Marlboro Man,7018525.0,7018525.0,-69.48467391304348
5152,17711409.0,23000000.0,1489150.0,In the Valley of Elah,6777741.0,24489150.0,6.474565217391303
5153,44700000.0,23000000.0,27813834.0,Coco avant Chanel,6113834.0,50813834.0,120.92971304347826
5154,0.0,23000000.0,-20284343.0,ChÃ©ri,2715657.0,2715657.0,-88.19279565217391
5155,13556787.0,23000000.0,-9406527.0,Redemption,36686.0,13593473.0,-40.89794347826087
5156,4662925.0,23000000.0,-18326623.0,Rogue,10452.0,4673377.0,-79.6809695652174
5159,0.0,22700000.0,15419483.0,Spaceballs,38119483.0,38119483.0,67.92723788546256
5160,59277742.0,22500000.0,108763370.0,1408,71985628.0,131263370.0,483.39275555555554
5161,299968694.0,22000000.0,495600000.0,Ghost,217631306.0,517600000.0,2252.7272727272725
5162,193400000.0,22000000.0,347884651.0,There's Something About Mary,176484651.0,369884651.0,1581.2938681818182
5163,44966643.0,22000000.0,167800000.0,The Santa Clause,144833357.0,189800000.0,762.7272727272727
5164,55942785.0,22000000.0,124590987.0,The Game Plan,90648202.0,146590987.0,566.3226681818182
5165,4891444.0,22000000.0,58491516.0,The Rookie,75600072.0,80491516.0,265.87052727272726
5166,104000000.0,22000000.0,153516617.0,The Bridges of Madison County,71516617.0,175516617.0,697.8028045454545
5167,0.0,22000000.0,33762229.0,The Animal,55762229.0,55762229.0,153.46467727272727
5168,75000000.0,22000000.0,105767889.0,Gandhi,52767889.0,127767889.0,480.7631318181818
5169,43737767.0,22000000.0,73708457.0,Underworld,51970690.0,95708457.0,335.0384409090909
5170,59900000.0,22000000.0,88521733.0,The Net,50621733.0,110521733.0,402.3715136363636
5171,52271523.0,22000000.0,70542418.0,I Am Sam,40270895.0,92542418.0,320.64735454545456
5172,21500000.0,22000000.0,35520063.0,Derailed,36020063.0,57520063.0,161.45483181818182
5173,8454347.0,22000000.0,19771168.0,The Informant!,33316821.0,41771168.0,89.86894545454545
5174,3703014.0,22000000.0,11762400.0,Jay and Silent Bob Strike Back,30059386.0,33762400.0,53.46545454545455
5175,0.0,22000000.0,3842377.0,Shadowlands,25842377.0,25842377.0,17.465349999999997
5176,4351395.0,22000000.0,5882226.0,Traitor,23530831.0,27882226.0,26.73739090909091
5177,22873310.0,22000000.0,23273464.0,Deuce Bigalow: European Gigolo,22400154.0,45273464.0,105.78847272727272
5178,4375214.0,22000000.0,3044057.0,Mad Money,20668843.0,25044057.0,13.836622727272726
5179,11484747.0,22000000.0,9013349.0,Igor,19528602.0,31013349.0,40.96976818181818
5180,6521573.0,22000000.0,3873142.0,Saving Silverman,19351569.0,25873142.0,17.605190909090908
5181,0.0,22000000.0,-2711870.0,Summer of Sam,19288130.0,19288130.0,-12.326681818181818
5182,4910354.0,22000000.0,861785.0,The Glass House,17951431.0,22861785.0,3.9172045454545454
5183,0.0,22000000.0,-7747170.0,Josie and the Pussycats,14252830.0,14252830.0,-35.21440909090909
5184,3467655.0,22000000.0,-4783045.0,Hit & Run,13749300.0,17216955.0,-21.741113636363636
5185,0.0,22000000.0,-8444012.0,The Little Vampire,13555988.0,13555988.0,-38.38187272727273
5186,7250000.0,22000000.0,-1965287.0,I Heart Huckabees,12784713.0,20034713.0,-8.933122727272726
5187,0.0,22000000.0,-11303790.0,RoboCop 3,10696210.0,10696210.0,-51.380863636363635
5188,0.0,22000000.0,-12181208.0,Dudley Do-Right,9818792.0,9818792.0,-55.36912727272727
5189,0.0,22000000.0,-15952309.0,Megiddo: Omega Code 2,6047691.0,6047691.0,-72.51049545454545
5190,0.0,22000000.0,-17000000.0,Darling Lili,5000000.0,5000000.0,-77.27272727272727
5191,4613558.0,22000000.0,-12551377.0,The Libertine,4835065.0,9448623.0,-57.05171363636363
5192,22839822.0,22000000.0,5238354.0,Zwartboek,4398532.0,27238354.0,23.8107
5193,16321122.0,22000000.0,-2436421.0,Before I Go to Sleep,3242457.0,19563579.0,-11.07464090909091
5194,22079714.0,22000000.0,1134075.0,Joyeux NoÃ«l,1054361.0,23134075.0,5.154886363636364
5196,5968.0,21600000.0,-9594032.0,Sorcerer,12000000.0,12005968.0,-44.41681481481481
5197,155421.0,21600000.0,-20808846.0,MoliÃ¨re,635733.0,791154.0,-96.33725
5198,43953769.0,21500000.0,71487651.0,Michael Clayton,49033882.0,92987651.0,332.5007023255814
5199,0.0,21500000.0,2919219.0,Arlington Road,24419219.0,24419219.0,13.577762790697676
5200,0.0,21500000.0,831846.0,My Fellow Americans,22331846.0,22331846.0,3.869051162790697
5201,54776450.0,21000000.0,88501146.0,Pet Sematary,54724696.0,109501146.0,421.4340285714286
5202,0.0,11500000.0,45969179.0,Pet Sematary,57469179.0,57469179.0,399.73199130434784
5203,0.0,21000000.0,31037603.0,"South Park: Bigger, Longer & Uncut",52037603.0,52037603.0,147.79810952380953
5204,0.0,21000000.0,24785720.0,Firefox,45785720.0,45785720.0,118.02723809523809
5205,6237886.0,21000000.0,27977233.0,Death at a Funeral,42739347.0,48977233.0,133.22491904761904
5206,38210000.0,20000000.0,26790428.0,Death at a Funeral,8580428.0,46790428.0,133.95213999999999
5207,0.0,21000000.0,21273609.0,Teenage Mutant Ninja Turtles III,42273609.0,42273609.0,101.3029
5208,3505831.0,21000000.0,22728560.0,Hardball,40222729.0,43728560.0,108.2312380952381
5209,7027007.0,21000000.0,22632609.0,Freedom Writers,36605602.0,43632609.0,107.77432857142857
5210,4117973.0,21000000.0,13836080.0,Kidnap,30718107.0,34836080.0,65.88609523809524
5211,18632485.0,21000000.0,22928932.0,The Transporter,25296447.0,43928932.0,109.18539047619046
5212,14468879.0,21000000.0,18319801.0,Never Back Down,24850922.0,39319801.0,87.23714761904762
5213,57303418.0,21000000.0,60452811.0,Tinker Tailor Soldier Spy,24149393.0,81452811.0,287.87052857142857
5214,15151377.0,21000000.0,15882378.0,The Bachelor,21731001.0,36882378.0,75.63037142857144
5215,0.0,21000000.0,-3239756.0,The Rage: Carrie 2,17760244.0,17760244.0,-15.427409523809525
5216,1300000.0,21000000.0,-3410133.0,Swing Vote,16289867.0,17589867.0,-16.23872857142857
5217,656070.0,21000000.0,-10891984.0,Away We Go,9451946.0,10108016.0,-51.866590476190474
5218,0.0,21000000.0,-14169043.0,Moonlight Mile,6830957.0,6830957.0,-67.47163333333333
5219,48921.0,21000000.0,-20393838.0,Bitter Harvest,557241.0,606162.0,-97.11351428571429
5220,0.0,21000000.0,-20982604.0,Molly,17396.0,17396.0,-99.91716190476191
5222,0.0,20700000.0,-17859583.0,eXistenZ,2840417.0,2840417.0,-86.27817874396135
5223,0.0,20500000.0,49201637.0,The Best Little Whorehouse in Texas,69701637.0,69701637.0,240.00798536585367
5224,9976999.0,20500000.0,9741435.0,Pulse,20264436.0,30241435.0,47.51919512195122
5225,141766000.0,20000000.0,347452079.0,Raiders of the Lost Ark,225686079.0,367452079.0,1737.2603949999998
5226,79203380.0,20000000.0,234210310.0,Us,175006930.0,254210310.0,1171.05155
5227,185409334.0,20000000.0,338994850.0,Home Alone 2: Lost in New York,173585516.0,358994850.0,1694.97425
5228,171700000.0,20000000.0,320800479.0,Close Encounters of the Third Kind,169100479.0,340800479.0,1604.0023949999998
5229,123000000.0,20000000.0,256665036.0,Beverly Hills Cop II,153665036.0,276665036.0,1283.3251799999998
5230,32000000.0,20000000.0,144675402.0,Bringing Down the House,132675402.0,164675402.0,723.37701
5231,145000000.0,20000000.0,255726716.0,The Silence of the Lambs,130726716.0,275726716.0,1278.63358
5232,61400000.0,20000000.0,163097323.0,Wayne's World,121697323.0,183097323.0,815.486615
5233,54456101.0,20000000.0,151685793.0,Jackass 3D,117229692.0,171685793.0,758.428965
5234,134268500.0,20000000.0,225303505.0,Glass,111035005.0,245303505.0,1126.517525
5235,105978000.0,20000000.0,188900376.0,Jaws 2,102922376.0,208900376.0,944.50188
5236,59703766.0,20000000.0,134218168.0,Beverly Hills Chihuahua,94514402.0,154218168.0,671.09084
5237,15440073.0,20000000.0,78114471.0,Are We There Yet?,82674398.0,98114471.0,390.57235499999996
5238,50683495.0,20000000.0,111944672.0,School of Rock,81261177.0,131944672.0,559.72336
5239,37718653.0,20000000.0,98537627.0,Disturbia,80818974.0,118537627.0,492.68813500000005
5240,76000000.0,20000000.0,133698625.0,Free Willy,77698625.0,153698625.0,668.493125
5241,0.0,20000000.0,53206343.0,Tyler Perryâs Boo! A Madea Halloween,73206343.0,73206343.0,266.031715
5242,51700000.0,20000000.0,102133227.0,Mortal Kombat,70433227.0,122133227.0,510.66613500000005
5243,42300000.0,20000000.0,91448997.0,White Chicks,69148997.0,111448997.0,457.244985
5244,5703069.0,20000000.0,53964713.0,Obsessed,68261644.0,73964713.0,269.823565
5245,3848290.0,20000000.0,51232214.0,Holes,67383924.0,71232214.0,256.16107
5246,735215.0,20000000.0,40831067.0,Why Did I Get Married Too?,60095852.0,60831067.0,204.155335
5247,171787114.0,20000000.0,209385361.0,La vita Ã¨ bella,57598247.0,229385361.0,1046.926805
5248,0.0,20000000.0,36398162.0,Drumline,56398162.0,56398162.0,181.99080999999998
5249,15300000.0,20000000.0,49911903.0,What Men Want,54611903.0,69911903.0,249.55951500000003
5250,0.0,20000000.0,33976987.0,Edward Scissorhands,53976987.0,53976987.0,169.88493499999998
5251,0.0,20000000.0,29823037.0,Popeye,49823037.0,49823037.0,149.115185
5252,36597739.0,20000000.0,65146165.0,Date Movie,48548426.0,85146165.0,325.730825
5253,61432424.0,20000000.0,89862682.0,Peter Pan: Return to Neverland,48430258.0,109862682.0,449.31341
5254,92220643.0,20000000.0,120122225.0,The Jungle Book 2,47901582.0,140122225.0,600.611125
5255,33608739.0,20000000.0,61461343.0,Premonition,47852604.0,81461343.0,307.306715
5256,560000.0,20000000.0,27879572.0,Tyler Perryâs Boo 2! A Madea Halloween,47319572.0,47879572.0,139.39786
5257,20440477.0,20000000.0,47192859.0,Boogeyman,46752382.0,67192859.0,235.964295
5258,50605267.0,20000000.0,76147688.0,The Tigger Movie,45542421.0,96147688.0,380.73844
5259,3078740.0,20000000.0,26627836.0,Acrimony,43549096.0,46627836.0,133.13918
5260,1001902.0,20000000.0,23658157.0,Max,42656255.0,43658157.0,118.29078500000001
5261,0.0,20000000.0,21975388.0,Meet the Browns,41975388.0,41975388.0,109.87693999999999
5262,37173177.0,20000000.0,58769428.0,Orphan,41596251.0,78769428.0,293.84714
5263,47119211.0,20000000.0,66858578.0,Epic Movie,39739367.0,86858578.0,334.29289
5264,5557793.0,20000000.0,24821299.0,Lakeview Terrace,39263506.0,44821299.0,124.106495
5265,31600000.0,20000000.0,50743839.0,The Grudge 2,39143839.0,70743839.0,253.71919499999998
5266,0.0,20000000.0,17672944.0,How Stella Got Her Groove Back,37672944.0,37672944.0,88.36471999999999
5267,0.0,20000000.0,17537675.0,Bill & Ted's Bogus Journey,37537675.0,37537675.0,87.688375
5268,3900000.0,20000000.0,21342180.0,Man of the Year,37442180.0,41342180.0,106.71090000000001
5269,0.0,20000000.0,15841901.0,The Black Hole,35841901.0,35841901.0,79.20950500000001
5270,0.0,20000000.0,15450113.0,Selena,35450113.0,35450113.0,77.25056500000001
5271,38204244.0,20000000.0,52570762.0,Eternal Sunshine of the Spotless Mind,34366518.0,72570762.0,262.85381
5272,97818375.0,20000000.0,112121212.0,Babel,34302837.0,132121212.0,560.6060600000001
5273,19744631.0,20000000.0,33191101.0,Doubt,33446470.0,53191101.0,165.95550500000002
5274,18173977.0,20000000.0,30948811.0,Team America: World Police,32774834.0,50948811.0,154.744055
5275,0.0,20000000.0,12051917.0,Copycat,32051917.0,32051917.0,60.259585
5276,46598194.0,20000000.0,58613981.0,Scary Movie V,32015787.0,78613981.0,293.069905
5277,25452072.0,20000000.0,37293371.0,Milk,31841299.0,57293371.0,186.466855
5278,0.0,20000000.0,11678778.0,Paint Your Wagon,31678778.0,31678778.0,58.393890000000006
5279,38236393.0,20000000.0,48349884.0,Ghost Ship,30113491.0,68349884.0,241.74942000000001
5280,36082345.0,20000000.0,46143005.0,The Bank Job,30060660.0,66143005.0,230.715025
5281,25781400.0,20000000.0,35576699.0,Wild Things,29795299.0,55576699.0,177.883495
5282,165000.0,20000000.0,9227561.0,The Stepfather,29062561.0,29227561.0,46.137805
5283,20604608.0,20000000.0,27881663.0,High Fidelity,27277055.0,47881663.0,139.408315
5284,3488978.0,20000000.0,10399714.0,Stick It,26910736.0,30399714.0,51.99857
5285,17623425.0,20000000.0,24513466.0,One Missed Call,26890041.0,44513466.0,122.56733
5286,0.0,20000000.0,6792700.0,Eye for an Eye,26792700.0,26792700.0,33.9635
5287,39039144.0,20000000.0,45457811.0,Street Kings,26418667.0,65457811.0,227.28905500000002
5288,4025.0,20000000.0,5732986.0,From Dusk Till Dawn,25728961.0,25732986.0,28.66493
5289,5119160.0,20000000.0,10703845.0,Nancy Drew,25584685.0,30703845.0,53.519225000000006
5290,23851086.0,20000000.0,28958353.0,Alpha and Omega 3D,25107267.0,48958353.0,144.791765
5291,11279923.0,20000000.0,14718173.0,Endless Love,23438250.0,34718173.0,73.59086500000001
5292,14800000.0,20000000.0,18164784.0,The Covenant,23364784.0,38164784.0,90.82392
5293,101026.0,20000000.0,3187506.0,Stay Alive,23086480.0,23187506.0,15.937529999999999
5294,7500000.0,20000000.0,10491379.0,2 For the Money,22991379.0,30491379.0,52.456895
5295,15685000.0,20000000.0,17226218.0,Psycho,21541218.0,37226218.0,86.13109
5296,0.0,20000000.0,1413105.0,Quigley Down Under,21413105.0,21413105.0,7.065525
5297,6404230.0,20000000.0,7688744.0,To Die For,21284514.0,27688744.0,38.44372
5298,8951635.0,20000000.0,9870801.0,Shorts,20919166.0,29870801.0,49.354005
5299,0.0,20000000.0,268825.0,Vampires,20268825.0,20268825.0,1.344125
5300,7700059.0,20000000.0,7911453.0,Appaloosa,20211394.0,27911453.0,39.557265
5301,12427864.0,20000000.0,12608019.0,Secret in Their Eyes,20180155.0,32608019.0,63.040094999999994
5302,9000000.0,20000000.0,8762690.0,Yu-Gi-Oh,19762690.0,28762690.0,43.813449999999996
5303,420000.0,20000000.0,81987.0,Reign Over Me,19661987.0,20081987.0,0.409935
5304,15567861.0,20000000.0,14787111.0,My Best Friend's Girl,19219250.0,34787111.0,73.935555
5305,1936721.0,20000000.0,819601.0,Georgia Rule,18882880.0,20819601.0,4.098005
5306,0.0,20000000.0,-1173510.0,Under the Rainbow,18826490.0,18826490.0,-5.86755
5307,0.0,20000000.0,-1600000.0,Ladyhawke,18400000.0,18400000.0,-8.0
5308,38468604.0,20000000.0,36822960.0,Into the Wild,18354356.0,56822960.0,184.1148
5309,57176.0,20000000.0,-1689409.0,Simon Birch,18253415.0,18310591.0,-8.447045000000001
5310,37588511.0,20000000.0,35686944.0,Pooh's Heffalump Movie,18098433.0,55686944.0,178.43472
5311,0.0,20000000.0,-2192431.0,School for Scoundrels,17807569.0,17807569.0,-10.962155
5312,4650382.0,20000000.0,2119269.0,Home for the Holidays,17468887.0,22119269.0,10.596345
5313,8863563.0,20000000.0,6308749.0,The Zookeeperâs Wife,17445186.0,26308749.0,31.543745
5314,1377279.0,20000000.0,-1391430.0,Fired Up,17231291.0,18608570.0,-6.9571499999999995
5315,84929435.0,20000000.0,82034104.0,Kung Fu Hustle,17104669.0,102034104.0,410.17051999999995
5316,0.0,20000000.0,-3011004.0,The Country Bears,16988996.0,16988996.0,-15.055019999999999
5317,4040071.0,20000000.0,614661.0,Dead Silence,16574590.0,20614661.0,3.073305
5318,43418924.0,20000000.0,39667625.0,21 Grams,16248701.0,59667625.0,198.33812500000002
5319,7672162.0,20000000.0,3661038.0,Armored,15988876.0,23661038.0,18.30519
5320,58380667.0,20000000.0,54180745.0,The Kite Runner,15800078.0,74180745.0,270.903725
5321,900000.0,20000000.0,-3387928.0,Paparazzi,15712072.0,16612072.0,-16.93964
5322,1886732.0,20000000.0,-2569406.0,A Guy Thing,15543862.0,17430594.0,-12.84703
5323,0.0,20000000.0,-4526667.0,The Greatest Story Ever Told,15473333.0,15473333.0,-22.633335
5324,2786080.0,20000000.0,-1749894.0,Loser,15464026.0,18250106.0,-8.749469999999999
5325,4758134.0,20000000.0,-878469.0,Capitalism: A Love Story,14363397.0,19121531.0,-4.392345000000001
5326,22529851.0,20000000.0,16720752.0,Disaster Movie,14190901.0,36720752.0,83.60376000000001
5327,0.0,20000000.0,-6198245.0,The Man Who Knew Too Little,13801755.0,13801755.0,-30.991225
5328,21788490.0,20000000.0,15472739.0,Crank 2: High Voltage,13684249.0,35472739.0,77.36369499999999
5329,1017924.0,20000000.0,-5433754.0,Envy,13548322.0,14566246.0,-27.16877
5330,329071.0,20000000.0,-6274968.0,One Night with the King,13395961.0,13725032.0,-31.37484
5331,0.0,20000000.0,-6616253.0,Bullets Over Broadway,13383747.0,13383747.0,-33.081265
5332,16590604.0,20000000.0,9958228.0,Ghost Town,13367624.0,29958228.0,49.79114
5333,13360556.0,20000000.0,6348203.0,The Quiet American,12987647.0,26348203.0,31.741015
5334,2984186.0,20000000.0,-4533039.0,The Weather Man,12482775.0,15466961.0,-22.665195
5335,0.0,20000000.0,-7601372.0,Undisputed,12398628.0,12398628.0,-38.006859999999996
5336,5071954.0,20000000.0,-2693352.0,12 Rounds,12234694.0,17306648.0,-13.46676
5337,0.0,20000000.0,-8255040.0,3 Ninjas Kick Back,11744960.0,11744960.0,-41.2752
5338,19719083.0,20000000.0,10894247.0,Be Kind Rewind,11175164.0,30894247.0,54.47123499999999
5339,16800000.0,20000000.0,7836366.0,Mrs. Henderson Presents,11036366.0,27836366.0,39.18183
5340,0.0,20000000.0,-9313159.0,Deconstructing Harry,10686841.0,10686841.0,-46.565795
5341,0.0,20000000.0,-9429625.0,Three to Tango,10570375.0,10570375.0,-47.148125
5342,0.0,20000000.0,-9444652.0,We're No Angels,10555348.0,10555348.0,-47.22326
5343,24874153.0,20000000.0,14600000.0,Everyone Says I Love You,9725847.0,34600000.0,73.0
5344,7373573.0,20000000.0,-3092169.0,Death Sentence,9534258.0,16907831.0,-15.460845
5345,40990.0,20000000.0,-10462880.0,Popstar: Never Stop Never Stopping,9496130.0,9537120.0,-52.314400000000006
5346,505926.0,20000000.0,-10014684.0,Thank You for Your Service,9479390.0,9985316.0,-50.07342
5347,0.0,20000000.0,-10791124.0,Everybody's Fine,9208876.0,9208876.0,-53.95562
5348,246047.0,20000000.0,-10644631.0,Superbabies: Baby Geniuses 2,9109322.0,9355369.0,-53.223155
5349,5552229.0,20000000.0,-5634361.0,Ratchet and Clank,8813410.0,14365639.0,-28.171805
5350,2062976.0,20000000.0,-9606304.0,The Man,8330720.0,10393696.0,-48.03152
5351,0.0,20000000.0,-11864976.0,Code Name: The Cleaner,8135024.0,8135024.0,-59.32488
5352,0.0,20000000.0,-11952475.0,Connie & Carla,8047525.0,8047525.0,-59.762375
5353,0.0,20000000.0,-12000000.0,Sweet Charity,8000000.0,8000000.0,-60.0
5354,20479706.0,20000000.0,8058652.0,Doogal,7578946.0,28058652.0,40.29326
5355,749000.0,20000000.0,-11715669.0,Proof,7535331.0,8284331.0,-58.578345
5356,8992.0,20000000.0,-12977817.0,An American Carol,7013191.0,7022183.0,-64.88908500000001
5357,0.0,20000000.0,-13117304.0,Willard,6882696.0,6882696.0,-65.58652000000001
5358,371802.0,20000000.0,-13052916.0,Strange Wilderness,6575282.0,6947084.0,-65.26458000000001
5359,0.0,20000000.0,-13798243.0,Topsy Turvy,6201757.0,6201757.0,-68.991215
5360,1903468.0,20000000.0,-12594916.0,A Scanner Darkly,5501616.0,7405084.0,-62.97458
5361,7756841.0,20000000.0,-7032171.0,Bandslam,5210988.0,12967829.0,-35.160855000000005
5362,5409510.0,20000000.0,-9411921.0,Alone in the Dark,5178569.0,10588079.0,-47.059605
5363,9597102.0,20000000.0,-5396999.0,Birth,5005899.0,14603001.0,-26.984995
5364,904.0,20000000.0,-15546673.0,Passchendaele,4452423.0,4453327.0,-77.73336499999999
5365,61734.0,20000000.0,-15495889.0,Flash of Genius,4442377.0,4504111.0,-77.479445
5366,8380004.0,20000000.0,-7602387.0,Iâm Not There,4017609.0,12397613.0,-38.011935
5367,2000000.0,20000000.0,-14468244.0,The Brothers Bloom,3531756.0,5531756.0,-72.34121999999999
5368,1300000.0,20000000.0,-15616462.0,"Synecdoche, New York",3083538.0,4383538.0,-78.08230999999999
5369,38498.0,20000000.0,-17492819.0,LBJ,2468683.0,2507181.0,-87.464095
5370,147975893.0,20000000.0,130350000.0,Mononoke-hime,2374107.0,150350000.0,651.75
5371,6008008.0,20000000.0,-11638264.0,Bon Voyage,2353728.0,8361736.0,-58.191320000000005
5372,0.0,20000000.0,-17754000.0,My All-American,2246000.0,2246000.0,-88.77000000000001
5373,0.0,20000000.0,-18000000.0,Can't Stop the Music,2000000.0,2000000.0,-90.0
5374,3410174.0,20000000.0,-14686392.0,The Proposition,1903434.0,5313608.0,-73.43195999999999
5375,0.0,20000000.0,-18353336.0,Marci X,1646664.0,1646664.0,-91.76668
5376,4155851.0,20000000.0,-14654131.0,Equilibrium,1190018.0,5345869.0,-73.27065499999999
5377,0.0,20000000.0,-18934093.0,The Oogieloves in the BIG Balloon Adventure,1065907.0,1065907.0,-94.67046500000001
5378,7189828.0,20000000.0,-11778300.0,The Children of Huang Shi,1031872.0,8221700.0,-58.89149999999999
5379,1400000.0,20000000.0,-17717290.0,The Yards,882710.0,2282710.0,-88.58645
5380,0.0,20000000.0,-19245699.0,Middle Men,754301.0,754301.0,-96.22849500000001
5381,43301061.0,20000000.0,23888531.0,JÃ¬yÃ¬ dÃ shÄ«,587470.0,43888531.0,119.442655
5382,10000000.0,20000000.0,-9531133.0,Steamboy,468867.0,10468867.0,-47.655665
5383,0.0,20000000.0,-19624526.0,The Game of Their Lives,375474.0,375474.0,-98.12263
5384,0.0,20000000.0,-19694930.0,Rapa Nui,305070.0,305070.0,-98.47465
5385,47094093.0,20000000.0,27300771.0,é·æ±ä¸è (CJ7),206678.0,47300771.0,136.503855
5386,966362.0,20000000.0,-18832908.0,The Burning Plain,200730.0,1167092.0,-94.16454
5387,26000000.0,20000000.0,6146072.0,Les Couloirs du temps: Les visiteurs 2,146072.0,26146072.0,30.73036
5388,5572241.0,20000000.0,-14305787.0,People I Know,121972.0,5694213.0,-71.528935
5400,16022557.0,19700000.0,-3201173.0,Der Baader Meinhof Komplex,476270.0,16498827.0,-16.249609137055838
5401,27332185.0,19500000.0,9893634.0,De rouille et dâos,2061449.0,29393634.0,50.736584615384615
5402,7058308.0,19400000.0,-4281205.0,The Painted Veil,8060487.0,15118795.0,-22.068067010309278
5404,173265022.0,19000000.0,366524784.0,Back to the Future,212259762.0,385524784.0,1929.0778105263157
5405,239991158.0,19000000.0,405200000.0,Dances with Wolves,184208842.0,424200000.0,2132.631578947369
5406,120180229.0,19000000.0,258200000.0,Scary Movie,157019771.0,277200000.0,1358.9473684210527
5407,0.0,19000000.0,39571513.0,Sea of Love,58571513.0,58571513.0,208.27112105263157
5408,45437773.0,19000000.0,82564935.0,Just Married,56127162.0,101564935.0,434.5522894736842
5409,0.0,19000000.0,32733921.0,I Can Do Bad All By Myself,51733921.0,51733921.0,172.2837947368421
5410,18725930.0,19000000.0,51164105.0,A Cinderella Story,51438175.0,70164105.0,269.28476315789476
5411,710853.0,19000000.0,25728227.0,The Shining,44017374.0,44728227.0,135.41172105263158
5412,26600000.0,19000000.0,49467960.0,Thirteen Ghosts,41867960.0,68467960.0,260.3576842105263
5413,24244459.0,19000000.0,46090541.0,House on Haunted Hill,40846082.0,65090541.0,242.58179473684208
