,foreign_gross,production_budget,net_profit,movie_title,domestic_gross,world_wide_gross_Profit,ROI
2396,60400000.0,156000000.0,-33396176.0,Deepwater Horizon,61433527.0,122603824.0,-21.40780512820513
2397,79400000.0,106000000.0,13266661.0,Allied,40098064.0,119266661.0,12.515717924528303
2398,64000000.0,13000000.0,105763442.0,The Shallows,55121623.0,118763442.0,813.5649384615384
2399,39400000.0,10000000.0,108514727.0,The Purge: Election Year,79042440.0,118514727.0,1085.14727
2400,57800000.0,38000000.0,79425156.0,Why Him?,60323786.0,117425156.0,209.01356842105264
2402,59700000.0,45000000.0,46323299.0,Office Christmas Party,54767494.0,91323299.0,102.94066444444445
2404,38100000.0,5000000.0,103286422.0,10 Cloverfield Lane,72082999.0,108286422.0,2065.7284400000003
2405,75000000.0,38000000.0,73336398.0,The 5th Wave,34912982.0,111336398.0,192.99052105263158
2406,52600000.0,35000000.0,73757621.0,Neighbors 2: Sorority Rising,55340730.0,108757621.0,210.73605999999998
2408,96200000.0,77500000.0,24528919.0,The Little Prince,1311213.0,102028919.0,31.650218064516128
2409,58500000.0,11500000.0,93578449.0,Dirty Grandpa,35593113.0,105078449.0,813.7256434782608
2411,52300000.0,27000000.0,66466095.0,Money Monster,41012075.0,93466095.0,246.1707222222222
2412,29200000.0,18000000.0,74096558.0,My Big Fat Greek Wedding 2,59689605.0,92096558.0,411.6475444444444
2413,57500000.0,36000000.0,49309093.0,Collateral Beauty,31016021.0,85309093.0,136.96970277777777
2415,81100000.0,11000000.0,61989781.0,Sultan,5599781.0,72989781.0,563.5434636363636
2416,43200000.0,50000000.0,36234503.0,War Dogs,43034523.0,86234503.0,72.46900600000001
2417,46700000.0,20000000.0,50652284.0,Nerve,38583626.0,70652284.0,253.26142
2418,46600000.0,9000000.0,72831866.0,Ouija: Origin of Evil,35144505.0,81831866.0,809.2429555555557
2419,31300000.0,8500000.0,69233867.0,Manchester by the Sea,47695371.0,77733867.0,814.5160823529412
2420,15600000.0,29000000.0,49652207.0,The Boss,63077560.0,78652207.0,171.21450689655174
2422,31100000.0,33000000.0,42898100.0,Mike and Dave Need Wedding Dates,46009673.0,75898100.0,129.99424242424243
2424,12200000.0,13000000.0,60798736.0,Miracles from Heaven,61705123.0,73798736.0,467.68258461538466
2426,21900000.0,55000000.0,22548122.0,Kubo and the Two Strings,48023088.0,77548122.0,40.99658545454545
2427,16600000.0,50000000.0,19411370.0,13 Hours: The Secret Soldiers of Benghazi,52853219.0,69411370.0,38.82274
2429,6700000.0,24000000.0,40282881.0,Fences,57682904.0,64282881.0,167.8453375
2431,33100000.0,22000000.0,42160680.0,"Hail, Caesar!",30080225.0,64160680.0,191.63945454545456
2432,26500000.0,50000000.0,9596747.0,The Nice Guys,36261763.0,59596747.0,19.193494
2435,27900000.0,50000000.0,5348693.0,Zoolander 2,28848693.0,55348693.0,10.697386
2436,1000000.0,20000000.0,34404202.0,Barbershop: The Next Cut,54030051.0,54404202.0,172.02101000000002
2437,24500000.0,70000000.0,-20747239.0,The Finest Hours,27569558.0,49252761.0,-29.638912857142856
2439,18700000.0,40000000.0,12837989.0,Patriots Day,31886361.0,52837989.0,32.094972500000004
2440,21500000.0,29000000.0,27000339.0,Florence Foster Jenkins,27383770.0,56000339.0,93.1046172413793
2444,43600000.0,43000000.0,3414530.0,A Monster Calls,3740823.0,46414530.0,7.940767441860465
2445,30400000.0,23000000.0,22060480.0,Eddie the Eagle,15789389.0,45060480.0,95.91513043478261
2446,9200000.0,20000000.0,26255763.0,Risen,36880033.0,46255763.0,131.278815
2447,24400000.0,10000000.0,28985577.0,Blair Witch,20777061.0,38985577.0,289.85577
2449,422000.0,17000000.0,25493506.0,Almost Christmas,42065185.0,42493506.0,149.96179999999998
2450,15300000.0,3500000.0,36954520.0,The Witch,25138705.0,40454520.0,1055.8434285714286
2454,10900000.0,12000000.0,25584304.0,Hell or High Water,27007844.0,37584304.0,213.20253333333335
2455,11000000.0,10000000.0,30749230.0,The Forest,26594261.0,40749230.0,307.4923
2456,15700000.0,50000000.0,-14619082.0,Snowden,21587519.0,35380918.0,-29.238164
2458,911000.0,10000000.0,20768449.0,When the Bough Breaks,29747603.0,30768449.0,207.68449
2459,19600000.0,22500000.0,9898681.0,Nocturnal Animals,10663357.0,32398681.0,43.99413777777777
2464,13400000.0,20000000.0,2281732.0,The Light Between Oceans,12545979.0,22281732.0,11.40866
2465,18300000.0,35000000.0,-6279530.0,The Brothers Grimsby,6864016.0,28720470.0,-17.941514285714284
2467,4200000.0,50000000.0,-26762748.0,Free State of Jones,20810036.0,23237252.0,-53.525496
2471,3300000.0,8500000.0,14811293.0,Middle School: The Worst Years of My Life,20007149.0,23311293.0,174.25050588235294
2472,10500000.0,20000000.0,5943792.0,Triple 9,12639297.0,25943792.0,29.71896
2473,2267413.0,35000000.0,-9649253.0,Whiskey Tango Foxtrot,23083334.0,25350747.0,-27.569294285714285
2478,10500000.0,5000000.0,17113075.0,Fifty Shades of Black,11686940.0,22113075.0,342.2615
2479,96288.0,15000000.0,5688141.0,Keanu,20591853.0,20688141.0,37.920939999999995
2481,4400000.0,9000000.0,10096003.0,The Edge of Seventeen,14431633.0,19096003.0,112.17781111111111
2483,16698206.0,13000000.0,22402802.0,Eye in the Sky,18704596.0,35402802.0,172.32924615384616
2485,17600000.0,20000000.0,-4175626.0,Regression,55039.0,15824374.0,-20.87813
2488,13473161.0,18000000.0,12535660.0,Norm of the North,17062499.0,30535660.0,69.64255555555555
2489,7600000.0,2000000.0,15187434.0,Hardcore Henry,9252038.0,17187434.0,759.3717
2490,5500000.0,28000000.0,-11361700.0,Pride and Prejudice and Zombies,10907291.0,16638300.0,-40.5775
2491,5281296.0,47500000.0,-26781896.0,The Infiltrator,15436808.0,20718104.0,-56.38293894736842
2495,217704.0,1000000.0,13662703.0,"Hello, My Name is Doris",14444999.0,14662703.0,1366.2703000000001
2496,11300000.0,5000000.0,7905107.0,The Other Side of the Door,3000342.0,12905107.0,158.10214
2498,22628118.0,9000000.0,27588512.0,Jackie,13960394.0,36588512.0,306.53902222222223
2500,6200000.0,10000000.0,1360665.0,Shut In,6900335.0,11360665.0,13.60665
2501,5200000.0,9000000.0,3898064.0,Loving,7710234.0,12898064.0,43.311822222222226
2503,8400000.0,10000000.0,2382122.0,The Man Who Knew Infinity,3877922.0,12382122.0,23.82122
2505,144719.0,4000000.0,6898293.0,The Darkness,10753574.0,10898293.0,172.457325
2507,745000.0,5000000.0,5182050.0,The Perfect Match,9669521.0,10182050.0,103.641
2508,1500000.0,15000000.0,-4944519.0,Queen of Katwe,8874389.0,10055481.0,-32.96346
2509,5600000.0,18000000.0,-10280370.0,Miss Sloane,3500605.0,7719630.0,-57.11316666666667
2511,4900000.0,8000000.0,-701214.0,Morgan,3915251.0,7298786.0,-8.765175
2517,843884.0,16800000.0,-9486303.0,The Young Messiah,6469813.0,7313697.0,-56.46608928571428
2518,1500000.0,5000000.0,4371036.0,Incarnate,4799774.0,9371036.0,87.42072
2519,2500000.0,10000000.0,-5436920.0,Max Steel,3818664.0,4563080.0,-54.36919999999999
2520,2500000.0,18000000.0,-10319750.0,Midnight Special,3712282.0,7680250.0,-57.331944444444446
2524,4300000.0,17000000.0,-9734717.0,Genius,1361045.0,7265283.0,-57.26304117647059
2526,18640062.0,2500000.0,21345533.0,Hunt for the Wilderpeople,5205471.0,23845533.0,853.8213199999999
2527,1520020.0,16000000.0,-9396074.0,Bleed for This,5083906.0,6603926.0,-58.725462500000006
2528,319183.0,20000000.0,-14968025.0,Hands of Stone,4712792.0,5031975.0,-74.840125
2530,1259723.0,3200000.0,2326942.0,The Meddler,4267219.0,5526942.0,72.7169375
2531,7633516.0,35000000.0,-23153990.0,A Hologram for the King,4212494.0,11846010.0,-66.15425714285715
2532,1626657.0,3000000.0,2837111.0,Swiss Army Man,4210454.0,5837111.0,94.57036666666667
2533,5190492.0,10000000.0,-736060.0,Denial,4073448.0,9263940.0,-7.360600000000001
2545,587132.0,5000000.0,-1192497.0,Green Room,3220371.0,3807503.0,-23.84994
2547,4317271.0,3000000.0,4445044.0,Compadres,3127773.0,7445044.0,148.16813333333334
2552,1080294.0,15000000.0,-11496239.0,The Disappointments Room,2423467.0,3503761.0,-76.64159333333333
2555,8586113.0,5000000.0,5727536.0,Paterson,2141423.0,10727536.0,114.55072
2558,22019502.0,11900000.0,12141617.0,The Dressmaker,2022115.0,24041617.0,102.03039495798319
2561,1200000.0,3500000.0,-888250.0,American Honey,663247.0,2611750.0,-25.378571428571426
2567,2257552.0,25000000.0,-21228655.0,Jane Got a Gun,1513793.0,3771345.0,-84.91462
2569,2226679.0,7500000.0,-3940197.0,The Neon Demon,1333124.0,3559803.0,-52.53596
2582,48173812.0,12700000.0,36496532.0,Operation Chromite,1022720.0,49196532.0,287.3742677165354
2631,7455562.0,9000000.0,-1295643.0,Dheepan,248795.0,7704357.0,-14.396033333333333
2634,123098.0,1000000.0,-645164.0,The Invitation,231738.0,354836.0,-64.51639999999999
2671,17299990.0,8000000.0,9382693.0,A Street Cat Named Bob,82703.0,17382693.0,117.28366249999999
2733,60030798.0,80000000.0,18341932.0,Evolution,38311134.0,98341932.0,22.927415
2769,1010.0,250000000.0,984846267.0,The Fate of the Furious,225764765.0,1234846267.0,393.9385068
2770,770200000.0,75000000.0,959727750.0,Despicable Me 3,264624300.0,1034727750.0,1279.637
2771,557600000.0,90000000.0,874496193.0,Jumanji: Welcome to the Jungle,404508916.0,964496193.0,971.6624366666666
2772,546000000.0,175000000.0,705166350.0,Spider-Man: Homecoming,334201140.0,880166350.0,402.9522
2775,538900000.0,180000000.0,666980024.0,Thor: Ragnarok,315058289.0,846980024.0,370.5444577777778
2776,409300000.0,150000000.0,671133378.0,Wonder Woman,412563408.0,821133378.0,447.42225199999996
2777,597400000.0,175000000.0,623008101.0,Coco,209726015.0,798008101.0,356.00462914285714
2778,622300000.0,230000000.0,558241137.0,Pirates of the Caribbean: Dead Men Tell No Tales,172558876.0,788241137.0,242.71353782608696
2779,372900000.0,35000000.0,662457969.0,It,327481748.0,697457969.0,1892.7370542857143
2780,428900000.0,300000000.0,355945209.0,Justice League,229024295.0,655945209.0,118.64840299999999
2782,475300000.0,217000000.0,385893340.0,Transformers: The Last Knight,130168683.0,602893340.0,177.8310322580645
2783,398600000.0,185000000.0,376072059.0,Kong: Skull Island,168052812.0,561072059.0,203.28219405405403
2784,353000000.0,125000000.0,385878762.0,The Boss Baby,175003033.0,510878762.0,308.7030096
2785,337200000.0,150000000.0,349837368.0,Dunkirk,190068280.0,499837368.0,233.22491200000002
2786,343800000.0,152000000.0,337592267.0,War for the Planet of the Apes,146880162.0,489592267.0,222.10017565789474
2787,260700000.0,84000000.0,302665550.0,The Greatest Showman,174340174.0,386665550.0,360.31613095238095
2788,310700000.0,104000000.0,304803696.0,Kingsman: The Golden Circle,100234838.0,408803696.0,293.0804769230769
2790,231000000.0,175000000.0,208541369.0,Cars 3,152901115.0,383541369.0,119.16649657142857
2791,267000000.0,55000000.0,326398492.0,Fifty Shades Darker,114434010.0,381398492.0,593.4518036363636
2795,289400000.0,150000000.0,184486852.0,The Great Wall,45157105.0,334486852.0,122.99123466666666
2796,285400000.0,40000000.0,274101190.0,Resident Evil: The Final Chapter,26844692.0,314101190.0,685.252975
2798,204400000.0,15000000.0,290384865.0,Annabelle: Creation,102092201.0,305384865.0,1935.8990999999999
2799,173500000.0,20000000.0,284604712.0,Wonder,132422809.0,304604712.0,1423.02356
2800,211700000.0,111000000.0,178847930.0,Ferdinand,84410380.0,289847930.0,161.12426126126127
2801,140200000.0,5000000.0,273964806.0,Split,138141585.0,278964806.0,5479.29612
2802,167200000.0,185000000.0,74357408.0,Blade Runner 2049,92054159.0,259357408.0,40.19319351351351
2803,79400000.0,5000000.0,250367951.0,Get Out,176040665.0,255367951.0,5007.35902
2805,234000000.0,30000000.0,233502914.0,Baahubali 2: The Conclusion,18985794.0,263502914.0,778.3430466666666
2807,166600000.0,97000000.0,141521247.0,Alien: Covenant,74262031.0,238521247.0,145.89819278350515
2808,119100000.0,34000000.0,194104185.0,Baby Driver,107825862.0,228104185.0,570.8946617647059
2809,184700000.0,180000000.0,35098356.0,Valerian and the City of a Thousand Planets,40479370.0,215098356.0,19.499086666666667
2810,187900000.0,100000000.0,120796009.0,Geostorm,33700160.0,220796009.0,120.796009
2811,131699999.0,50000000.0,166562312.0,The Emoji Movie,86089513.0,216562312.0,333.124624
2813,152200000.0,60000000.0,137578586.0,Smurfs: The Lost Village,45020282.0,197578586.0,229.29764333333333
2814,131400000.0,19500000.0,176290794.0,The Shape of Water,63859435.0,195790794.0,904.0553538461538
2815,80500000.0,45000000.0,140736412.0,Pitch Perfect 3,104897530.0,185736412.0,312.7475822222222
2817,97900000.0,50000000.0,129748880.0,The Post,81903458.0,179748880.0,259.49775999999997
2818,119800000.0,60000000.0,115863783.0,Baywatch,58060186.0,175863783.0,193.106305
2820,79500000.0,40000000.0,131350009.0,John Wick: Chapter Two,92029184.0,171350009.0,328.3750225
2822,104700000.0,12000000.0,148191915.0,"Three Billboards Outside Ebbing, Missouri",54513740.0,160191915.0,1234.9326250000001
2824,94400000.0,30000000.0,120807172.0,Darkest Hour,56443120.0,150807172.0,402.6905733333333
2825,109500000.0,175000000.0,-35369664.0,King Arthur: Legend of the Sword,39175066.0,139630336.0,-20.21123657142857
2826,111000000.0,35000000.0,105783360.0,The Foreigner,34393507.0,140783360.0,302.23817142857143
2828,25400000.0,28000000.0,112886353.0,Girls Trip,115108515.0,140886353.0,403.1655464285715
2829,83500000.0,50000000.0,85569212.0,American Made,51342000.0,135569212.0,171.138424
2830,58400000.0,28000000.0,99710550.0,A Bad Moms Christmas,72110659.0,127710550.0,356.1091071428571
2831,51600000.0,38000000.0,88577874.0,Captain Underpants: The First Epic Movie,73921000.0,126577874.0,233.09966842105263
2832,69800000.0,5000000.0,120010260.0,Happy Death Day,55683845.0,125010260.0,2400.2052
2835,62500000.0,60000000.0,53461527.0,The Dark Tower,50701325.0,113461527.0,89.102545
2838,64900000.0,10000000.0,92445196.0,Jigsaw,38052832.0,102445196.0,924.45196
2841,48300000.0,30000000.0,68345423.0,Atomic Blonde,51573925.0,98345423.0,227.81807666666666
2846,55300000.0,25000000.0,57917283.0,Rings,27793018.0,82917283.0,231.669132
2848,50700000.0,35000000.0,46209222.0,Underworld: Blood Wars,30353973.0,81209222.0,132.02634857142857
2849,30000000.0,10000000.0,68610769.0,Lady Bird,48958273.0,78610769.0,686.1076899999999
2850,31000000.0,63000000.0,5310140.0,American Assassin,36249674.0,68310140.0,8.42879365079365
2852,43200000.0,21000000.0,47271146.0,Victoria and Abdul,22245070.0,68271146.0,225.10069523809523
2853,36800000.0,40000000.0,17438389.0,The Nut Job 2: Nutty by Nature,28370522.0,57438389.0,43.5959725
2854,31100000.0,125000000.0,-63357202.0,Monster Trucks,33370166.0,61642798.0,-50.6857616
2856,22000000.0,20000000.0,42758010.0,The Star,40847995.0,62758010.0,213.79005
2858,27500000.0,10000000.0,51603136.0,"Everything, Everything",34121140.0,61603136.0,516.0313600000001
2859,15000000.0,42000000.0,15852177.0,Snatched,45852178.0,57852177.0,37.743278571428576
2863,13500000.0,5000000.0,48972860.0,The Big Sick,42872467.0,53972860.0,979.4572000000001
2865,30600000.0,68000000.0,-13537029.0,Downsizing,24449754.0,54462971.0,-19.907395588235293
2866,23900000.0,11000000.0,42797409.0,"I, Tonya",30014534.0,53797409.0,389.0673545454546
2867,20700000.0,29000000.0,15264271.0,Logan Lucky,27778642.0,44264271.0,52.635417241379315
2870,25200000.0,20000000.0,26844357.0,Rough Night,22105643.0,46844357.0,134.22178499999998
2873,9954553.0,45000000.0,9876855.0,All Eyez on Me,44922302.0,54876855.0,21.948566666666665
2874,26700000.0,30000000.0,12531076.0,mother!,17800004.0,42531076.0,41.770253333333336
2876,36400000.0,35000000.0,8226146.0,The Snowman,6670765.0,43226146.0,23.503274285714284
2877,18200000.0,7000000.0,29964656.0,Gifted,24801212.0,36964656.0,428.0665142857143
2880,39300000.0,18000000.0,24091262.0,T2: Trainspotting,2402004.0,42091262.0,133.84034444444444
2881,8900000.0,25000000.0,15286416.0,Fist Fight,32187017.0,40286416.0,61.145664
2882,19400000.0,22000000.0,13609577.0,Diary of a Wimpy Kid: The Long Haul,20738724.0,35609577.0,61.86171363636363
2883,8600000.0,40000000.0,-8807575.0,The House,25584504.0,31192425.0,-22.0189375
2888,8700000.0,10000000.0,18717667.0,The Disaster Artist,21120616.0,28717667.0,187.17667
2891,10316590.0,15000000.0,22336874.0,Home Again,27020284.0,37336874.0,148.91249333333334
2894,4300000.0,7400000.0,23787727.0,The Bye Bye Man,22395806.0,31187727.0,321.4557702702703
2898,8100000.0,25000000.0,-3961559.0,Father Figures,17501244.0,21038441.0,-15.846236
2901,11300000.0,15000000.0,9403192.0,The Founder,12786053.0,24403192.0,62.68794666666667
2907,10700000.0,30000000.0,-12878177.0,The Lost City of Z,8574339.0,17121823.0,-42.92725666666667
2913,6900000.0,30000000.0,-13518595.0,The Space Between Us,7885294.0,16481405.0,-45.06198333333333
2914,9175840.0,12000000.0,11477345.0,Wish Upon,14301505.0,23477345.0,95.64454166666667
2916,1100000.0,22000000.0,-9032988.0,"Roman J. Israel, Esq.",11962712.0,12967012.0,-41.059036363636366
2918,5806853.0,25000000.0,-6554621.0,Battle of the Sexes,12638526.0,18445379.0,-26.218483999999997
2920,6704610.0,5000000.0,13945682.0,Before I Fall,12241072.0,18945682.0,278.91364
2923,14727942.0,60000000.0,-35851512.0,Rock Dog,9420546.0,24148488.0,-59.75252
2926,4200000.0,30000000.0,-21213248.0,Stronger,4211129.0,8786752.0,-70.71082666666668
2927,5900000.0,25000000.0,-18207232.0,Tulip Fever,2455635.0,6792768.0,-72.828928
2930,1600000.0,22000000.0,-15243588.0,Just Getting Started,6069605.0,6756412.0,-69.28903636363636
2936,140000.0,2000000.0,3941994.0,All Saints,5802208.0,5941994.0,197.0997
2937,5390958.0,2000000.0,9295324.0,The Florida Project,5904366.0,11295324.0,464.7662
2944,1400000.0,5000000.0,-379601.0,Table 19,3614896.0,4620399.0,-7.59202
2945,2500000.0,29200000.0,-23733302.0,Collide,2280004.0,5466698.0,-81.27843150684932
2946,2700000.0,3000000.0,1495262.0,The Wall,1803064.0,4495262.0,49.84206666666667
2950,7551757.0,9900000.0,1410835.0,Friend Request,3759078.0,11310835.0,14.250858585858586
2972,1994417.0,10000000.0,-6206261.0,Free Fire,1799322.0,3793739.0,-62.06260999999999
2976,1174984.0,100000.0,2669782.0,A Ghost Story,1594798.0,2769782.0,2669.782
2977,334716.0,1900000.0,-1159068.0,The Square,406216.0,740932.0,-61.00357894736842
2978,52018.0,1500000.0,-1323738.0,The Square,124244.0,176262.0,-88.2492
2979,682000.0,1000000.0,471090.0,Patti Cake$,800148.0,1471090.0,47.109
2982,6302515.0,10000000.0,-2417804.0,Churchill,1279681.0,7582196.0,-24.17804
3019,100000.0,17500000.0,-17174509.0,City of Ghosts,325491.0,325491.0,-98.14005142857143
3028,0.0,500000.0,-480200.0,The Journey,19800.0,19800.0,-96.04
3088,136900000.0,300000000.0,1748134200.0,Avengers: Infinity War,678815482.0,2048134200.0,582.7114
3089,646900000.0,200000000.0,1148258224.0,Black Panther,700059566.0,1348258224.0,574.129112
3090,891800000.0,170000000.0,1135772799.0,Jurassic World: Fallen Kingdom,417719760.0,1305772799.0,668.1016464705882
3091,634200000.0,200000000.0,1042520711.0,Incredibles 2,608581744.0,1242520711.0,521.2603555000001
3092,812700000.0,160000000.0,986894640.0,Aquaman,335061807.0,1146894640.0,616.80915
3093,687200000.0,55000000.0,839985342.0,Bohemian Rhapsody,216303339.0,894985342.0,1527.2460763636363
3096,460500000.0,110000000.0,676680557.0,Deadpool 2,324591735.0,786680557.0,615.1641427272727
3097,494100000.0,200000000.0,452220086.0,Fantastic Beasts: The Crimes of Grindelwald,159555901.0,652220086.0,226.110043
3098,406000000.0,130000000.0,493144660.0,Ant-Man and the Wasp,216648740.0,623144660.0,379.3420461538461
3099,445200000.0,150000000.0,429290136.0,Ready Player One,137690172.0,579290136.0,286.193424
3102,384800000.0,178000000.0,351530715.0,The Meg,145443742.0,529530715.0,197.48916573033708
3104,361100000.0,65000000.0,462079962.0,Hotel Transylvania 3: Summer Vacation,167500092.0,527079962.0,710.8922492307693
3106,340800000.0,102000000.0,363195589.0,Bumblebee,127195589.0,465195589.0,356.0741068627451
3110,179200000.0,275000000.0,118151347.0,Solo: A Star Wars Story,213767512.0,393151347.0,42.96412618181818
3112,271500000.0,55000000.0,316350619.0,Fifty Shades Freed,100407760.0,371350619.0,575.1829436363637
3115,236000000.0,50000000.0,297136477.0,Peter Rabbit,115234093.0,347136477.0,594.272954
3116,177600000.0,130000000.0,211528518.0,Mary Poppins Returns,171958438.0,341528518.0,162.71424461538462
3117,152900000.0,17000000.0,317522294.0,A Quiet Place,188024361.0,334522294.0,1867.7782
3118,234700000.0,23000000.0,299034439.0,Green Book,85080171.0,322034439.0,1300.1497347826087
3119,236400000.0,125000000.0,179115534.0,Skyscraper,68420120.0,304115534.0,143.2924272
3122,230200000.0,61000000.0,204878536.0,Maze Runner: The Death Cure,58032443.0,265878536.0,335.8664524590164
3123,216400000.0,90000000.0,183477501.0,Tomb Raider,58250803.0,273477501.0,203.86389
3125,64000000.0,30000000.0,208099711.0,Crazy Rich Asians,174532921.0,238099711.0,693.6657033333333
3127,130900000.0,80000000.0,133691277.0,Smallfoot,83240103.0,213691277.0,167.11409625
3128,98300000.0,50000000.0,163591522.0,Creed II,115715889.0,213591522.0,327.183044
3130,88300000.0,77000000.0,113453132.0,The Equalizer 2,102084362.0,190453132.0,147.34172987012988
3131,119100000.0,132900000.0,37393899.0,The Nutcracker and the Four Realms,54858851.0,170293899.0,28.1368690744921
3132,68700000.0,50000000.0,120857676.0,The Mule,103804407.0,170857676.0,241.715352
3133,100100000.0,10000000.0,157885588.0,Insidious: The Last Key,67745330.0,167885588.0,1578.85588
3136,104700000.0,69000000.0,76951861.0,Red Sparrow,46874505.0,145951861.0,111.52443623188407
3137,67500000.0,13000000.0,123617305.0,The First Purge,69488745.0,136617305.0,950.9023461538461
3138,32200000.0,103000000.0,30401882.0,A Wrinkle in Time,100478608.0,133401882.0,29.516390291262134
3140,53200000.0,48000000.0,71736188.0,Instant Family,67363237.0,119736188.0,149.45039166666666
3141,83600000.0,40000000.0,61985431.0,The Commuter,36343858.0,101985431.0,154.9635775
3142,48500000.0,37000000.0,80378084.0,Game Night,69179066.0,117378084.0,217.23806486486487
3144,60800000.0,60000000.0,45203825.0,First Man,44936545.0,105203825.0,75.33970833333333
3146,62300000.0,51000000.0,48624873.0,Alpha,35851379.0,99624873.0,95.34288823529413
3147,44100000.0,20000000.0,77628717.0,A Simple Favor,53548586.0,97628717.0,388.143585
3148,61600000.0,15000000.0,79113929.0,The Favourite,34366783.0,94113929.0,527.4261933333333
3149,53900000.0,3500000.0,91627344.0,Truth or Dare,41411015.0,95127344.0,2617.9241142857145
3150,45700000.0,32000000.0,59553797.0,I Feel Pretty,48795601.0,91553797.0,186.105615625
3151,33700000.0,21000000.0,73045328.0,Blockers,60311495.0,94045328.0,347.8348952380952
3152,46600000.0,35000000.0,58291478.0,Goosebumps 2: Haunted Halloween,46697321.0,93291478.0,166.54708
3153,44000000.0,15000000.0,78017335.0,BlacKkKlansman,49275340.0,93017335.0,520.1155666666667
3155,47100000.0,59000000.0,28527651.0,Sherlock Gnomes,43242871.0,87527651.0,48.35195084745762
3157,67700000.0,100000000.0,-14712583.0,Mortal Engines,15951040.0,85287417.0,-14.712583000000002
3159,35600000.0,30000000.0,50131391.0,Den of Thieves,44947622.0,80131391.0,167.10463666666666
3160,35300000.0,10000000.0,60133905.0,Hereditary,44069456.0,70133905.0,601.33905
3161,23400000.0,28000000.0,49026186.0,Tag,54730625.0,77026186.0,175.09352142857142
3162,28200000.0,60000000.0,10883171.0,Vice,47836282.0,70883171.0,18.138618333333334
3163,33600000.0,40000000.0,33866088.0,Widows,42402632.0,73866088.0,84.66521999999999
3164,25800000.0,35000000.0,40885196.0,Sicario: Day of the Soldado,50065850.0,75885196.0,116.81484571428571
3167,33000000.0,15700000.0,47588854.0,Second Act,39282227.0,63288854.0,303.11371974522297
3169,22547387.0,10000000.0,81113683.0,Book Club,68566296.0,91113683.0,811.13683
3170,21600000.0,35000000.0,36118378.0,12 Strong,45819713.0,71118378.0,103.19536571428571
3171,25500000.0,10000000.0,55520633.0,"Love, Simon",40826341.0,65520633.0,555.20633
3172,30200000.0,35000000.0,31295121.0,Mile 22,36108758.0,66295121.0,89.41463142857144
3173,12800000.0,30000000.0,35759911.0,Life of the Party,53059911.0,65759911.0,119.19970333333335
3175,28500000.0,35000000.0,22897191.0,Adrift,31445011.0,57897191.0,65.42054571428572
3176,20800000.0,30000000.0,26096200.0,The 15:17 to Paris,36276286.0,56096200.0,86.98733333333334
3177,46400000.0,50000000.0,-4714110.0,Early Man,8267544.0,45285890.0,-9.42822
3178,18400000.0,25000000.0,26800758.0,Peppermint,35418723.0,51800758.0,107.20303200000001
3179,22300000.0,10000000.0,41620593.0,Teen Titans Go! To The Movies,29790236.0,51620593.0,416.20593
3180,21200000.0,10000000.0,41723644.0,Slender Man,30564825.0,51723644.0,417.23644
3184,4200000.0,18000000.0,28527161.0,Uncle Drew,42469946.0,46527161.0,158.4842277777778
3186,29900000.0,25000000.0,21734733.0,Mary Queen of Scots,16468499.0,46734733.0,86.93893200000001
3187,28200000.0,6000000.0,36785387.0,The Possession of Hannah Grace,14836174.0,42785387.0,613.0897833333333
3189,28400000.0,34000000.0,4361428.0,The Darkest Minds,12695691.0,38361428.0,12.827729411764707
3192,13600000.0,20000000.0,18073377.0,On the Basis of Sex,24622687.0,38073377.0,90.366885
3195,5200000.0,23000000.0,12067665.0,The Hate U Give,29719483.0,35067665.0,52.46810869565217
3204,1900000.0,30000000.0,-4052017.0,White Boy Rick,24004833.0,25947983.0,-13.506723333333333
3205,19286224.0,3500000.0,40878040.0,Winchester,25091816.0,44378040.0,1167.944
3208,5500000.0,5000000.0,20529498.0,"Paul, Apostle of Christ",17547999.0,25529498.0,410.58995999999996
3210,876000.0,30000000.0,-8290461.0,Proud Mary,20868638.0,21709539.0,-27.63487
3211,236000.0,16000000.0,4723581.0,Superfly,20537137.0,20723581.0,29.522381250000002
3212,5700000.0,12000000.0,7859167.0,If Beale Street Could Talk,14915773.0,19859167.0,65.49305833333334
3216,7100000.0,5500000.0,12619231.0,Hell Fest,11107431.0,18119231.0,229.44056363636363
3224,6300000.0,1000000.0,15434588.0,Unfriended: Dark Web,8866745.0,16434588.0,1543.4587999999999
3225,2400000.0,3000000.0,13553285.0,Upgrade,11977130.0,16553285.0,451.7761666666667
3226,6600000.0,1500000.0,12744931.0,Unsane,7690044.0,14244931.0,849.6620666666666
3227,10000000.0,38000000.0,-24856944.0,The Sisters Brothers,3143056.0,13143056.0,-65.41301052631579
3228,2100000.0,45000000.0,-32125078.0,Welcome to Marwen,10763520.0,12874922.0,-71.38906222222222
3229,6000000.0,15000000.0,-2241201.0,Hotel Artemis,6708137.0,12758799.0,-14.94134
3238,4300000.0,30000000.0,-19903179.0,Kin,5718096.0,10096821.0,-66.34393
3241,2948522.0,10000000.0,1752387.0,Can You Ever Forgive Me?,8803865.0,11752387.0,17.52387
3245,5400000.0,20000000.0,-12965385.0,Suspiria,2483472.0,7034615.0,-64.826925
3252,24847860.0,40000000.0,-9036316.0,The Hurricane Heist,6115824.0,30963684.0,-22.59079
3256,4000000.0,9000000.0,-5318904.0,Destroyer,1533324.0,3681096.0,-59.098933333333335
